congress,name,id,cs1,cs2,party
105,"Gregg, Judd [NH]",14826,0.375,-0.711,200
105,"Hagel, Chuck [NE]",49704,0.314,-0.263,200
105,"Harkin, Tom [IA]",14230,-0.39,-0.205,100
105,"Hatch, Orrin G. [UT]",14503,0.38,-0.059,200
105,"Helms, Jesse [NC]",14105,0.656,0.421,200
105,"Hutchinson, Tim [AR]",29306,0.397,-0.044,200
105,"Hutchison, Kay Bailey [TX]",49306,0.326,-0.146,200
105,"Inhofe, Jim [OK]",15424,0.512,-0.075,200
105,"Jeffords, James M. [VT]",14240,-0.017,-0.718,200
105,"Johnson, Tim [SD]",15425,-0.212,0.129,100
105,"Kempthorne, Dirk [ID]",49302,0.432,0.059,200
105,"Kennedy, Edward M. [MA]",10808,-0.473,-0.316,100
105,"Kerry, John F. [MA]",14920,-0.373,-0.21,100
105,"Kohl, Herb [WI]",15703,-0.293,-0.29,100
105,"Kyl, Jon [AZ]",15429,0.515,-0.51,200
105,"Landrieu, Mary [LA]",49702,-0.158,0.216,100
105,"Lautenberg, Frank R. [NJ]",14914,-0.409,-0.368,100
105,"Levin, Carl [MI]",14709,-0.4,0.002,100
105,"Lieberman, Joseph I. [CT]",15704,-0.222,-0.173,100
105,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
105,"McCain, John [AZ]",15039,0.291,-0.51,200
105,"McConnell, Mitch [KY]",14921,0.361,-0.018,200
105,"Mikulski, Barbara A. [MD]",14440,-0.366,0.017,100
105,"Moseley-Braun, Carol [IL]",49303,-0.367,-0.298,100
105,"Moynihan, Daniel Patrick [NY]",14508,-0.341,-0.242,100
105,"Murkowski, Frank H. [AK]",14907,0.327,-0.217,200
105,"Murray, Patty [WA]",49308,-0.342,-0.143,100
105,"Reed, John F. [RI]",29142,-0.393,-0.17,100
105,"Reid, Harry M. [NV]",15054,-0.238,0.322,100
105,"Robb, Charles S. [VA]",15705,-0.2,-0.016,100
105,"Roberts, Pat [KS]",14852,0.377,-0.205,200
105,"Roth Jr., William V. [DE]",11044,0.248,-0.417,200
105,"Santorum, Rick [PA]",29141,0.335,-0.359,200
105,"Sarbanes, Paul S. [MD]",13039,-0.437,-0.099,100
105,"Sessions, Jeff [AL]",49700,0.465,-0.008,200
105,"Smith, Gordon [OR]",49705,0.197,-0.261,200
105,"Snowe, Olympia J. [ME]",14661,0.088,-0.593,200
105,"Stevens, Ted [AK]",12109,0.197,-0.38,200
105,"Thomas, Craig [WY]",15633,0.438,-0.231,200
105,"Thompson, Fred [TN]",49503,0.345,-0.592,200
105,"Thurmond, Strom [SC]",9369,0.41,0.1,200
105,"Torricelli, Robert G. [NJ]",15071,-0.242,-0.038,100
105,"Warner, John W. [VA]",14712,0.25,-0.172,200
105,"Wellstone, Paul D. [MN]",49101,-0.626,-0.205,100
105,"Wyden, Ron [OR]",14871,-0.296,-0.284,100
106,"Abraham, Spencer [MI]",49500,0.275,-0.256,200
106,"Akaka, Daniel K. [HI]",14400,-0.389,0.252,100
106,"Allard, A. Wayne [CO]",29108,0.519,-0.271,200
106,"Ashcroft, John [MO]",49501,0.495,-0.179,200
106,"Baucus, Max [MT]",14203,-0.219,0.2,100
106,"Bayh, Evan [IN]",49901,-0.177,0.004,100
106,"Bennett, Robert F. [UT]",49307,0.313,-0.08,200
106,"Biden Jr., Joseph R. [DE]",14101,-0.335,-0.003,100
106,"Bingaman, Jeff [NM]",14912,-0.241,0.119,100
106,"Boxer, Barbara [CA]",15011,-0.45,-0.265,100
106,"Brownback, Sam [KS]",29523,0.406,-0.355,200
106,"Bunning, Jim [KY]",15406,0.471,-0.047,200
106,"Burns, Conrad R. [MT]",15701,0.358,0.106,200
106,"Byrd, Robert C. [WV]",1366,-0.232,0.54,100
106,"Chafee, John H. [RI]",14500,0.003,-0.785,200
106,"Chafee, Lincoln D. [RI]",49905,-0.008,-0.638,200
106,"Cleland, Max [GA]",49701,-0.19,0.204,100
106,"Cochran, Thad [MS]",14009,0.266,-0.043,200
106,"Collins, Susan M. [ME]",49703,0.094,-0.595,200
106,"Conrad, Kent [ND]",15502,-0.255,0.589,100
106,"Coverdell, Paul [GA]",49301,0.375,-0.08,200
106,"Craig, Larry E. [ID]",14809,0.483,0.029,200
106,"Crapo, Michael D. [ID]",29345,0.425,-0.002,200
106,"DeWine, Michael [OH]",15020,0.269,-0.412,200
106,"Domenici, Pete V. [NM]",14103,0.246,-0.226,200
106,"Dorgan, Byron L. [ND]",14812,-0.236,0.171,100
106,"Durbin, Richard J. [IL]",15021,-0.351,-0.239,100
106,"Edwards, John [NC]",49902,-0.28,0.048,100
106,"Enzi, Michael B. [WY]",49706,0.476,-0.137,200
106,"Feingold, Russell D. [WI]",49309,-0.573,-0.537,100
106,"Feinstein, Dianne [CA]",49300,-0.245,-0.048,100
106,"Fitzgerald, Peter [IL]",49900,0.233,-0.595,200
106,"Frist, Bill [TN]",49502,0.332,-0.223,200
106,"Gorton, Slade [WA]",14904,0.218,-0.553,200
106,"Graham, Bob [FL]",15503,-0.238,-0.031,100
106,"Gramm, Phil [TX]",14628,0.532,-0.191,200
106,"Grams, Rod [MN]",29367,0.455,-0.269,200
106,"Gregg, Judd [NH]",14826,0.375,-0.711,200
106,"Hagel, Chuck [NE]",49704,0.314,-0.263,200
106,"Harkin, Tom [IA]",14230,-0.39,-0.205,100
106,"Hatch, Orrin G. [UT]",14503,0.38,-0.059,200
106,"Helms, Jesse [NC]",14105,0.656,0.421,200
106,"Hutchinson, Tim [AR]",29306,0.397,-0.044,200
106,"Hutchison, Kay Bailey [TX]",49306,0.326,-0.146,200
106,"Inhofe, Jim [OK]",15424,0.512,-0.075,200
106,"Jeffords, James M. [VT]",14240,-0.017,-0.718,200
106,"Johnson, Tim [SD]",15425,-0.212,0.129,100
106,"Kennedy, Edward M. [MA]",10808,-0.473,-0.316,100
106,"Kerry, John F. [MA]",14920,-0.373,-0.21,100
106,"Kohl, Herb [WI]",15703,-0.293,-0.29,100
106,"Kyl, Jon [AZ]",15429,0.515,-0.51,200
106,"Landrieu, Mary [LA]",49702,-0.158,0.216,100
106,"Lautenberg, Frank R. [NJ]",14914,-0.409,-0.368,100
106,"Levin, Carl [MI]",14709,-0.4,0.002,100
106,"Lieberman, Joseph I. [CT]",15704,-0.222,-0.173,100
106,"Lincoln, Blanche [AR]",29305,-0.139,0.219,100
106,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
106,"Mack, Connie [FL]",15037,0.42,-0.327,200
106,"McCain, John [AZ]",15039,0.291,-0.51,200
106,"Mikulski, Barbara A. [MD]",14440,-0.366,0.017,100
106,"Miller, Zell [GA]",49904,0.127,0.085,100
106,"Moynihan, Daniel Patrick [NY]",14508,-0.341,-0.242,100
106,"Murkowski, Frank H. [AK]",14907,0.327,-0.217,200
106,"Murray, Patty [WA]",49308,-0.342,-0.143,100
106,"Reed, John F. [RI]",29142,-0.393,-0.17,100
106,"Robb, Charles S. [VA]",15705,-0.2,-0.016,100
106,"Roth Jr., William V. [DE]",11044,0.248,-0.417,200
106,"Santorum, Rick [PA]",29141,0.335,-0.359,200
106,"Sarbanes, Paul S. [MD]",13039,-0.437,-0.099,100
106,"Schumer, Charles E. [NY]",14858,-0.342,-0.332,100
106,"Sessions, Jeff [AL]",49700,0.465,-0.008,200
106,"Smith, Gordon [OR]",49705,0.197,-0.261,200
106,"Snowe, Olympia J. [ME]",14661,0.088,-0.593,200
106,"Specter, Arlen [PA]",14910,0.014,-0.545,200
106,"Stevens, Ted [AK]",12109,0.197,-0.38,200
106,"Thomas, Craig [WY]",15633,0.438,-0.231,200
106,"Thurmond, Strom [SC]",9369,0.41,0.1,200
106,"Torricelli, Robert G. [NJ]",15071,-0.242,-0.038,100
106,"Voinovich, George V. [OH]",49903,0.258,-0.538,200
106,"Warner, John W. [VA]",14712,0.25,-0.172,200
106,"Wellstone, Paul D. [MN]",49101,-0.626,-0.205,100
106,"Wyden, Ron [OR]",14871,-0.296,-0.284,100
107,"Akaka, Daniel K. [HI]",14400,-0.389,0.252,100
107,"Allard, A. Wayne [CO]",29108,0.519,-0.271,200
107,"Allen, George [VA]",29148,0.374,-0.121,200
107,"Barkley, Dean M. [MN]",40106,-0.376,-0.106,100
107,"Bayh, Evan [IN]",49901,-0.177,0.004,100
107,"Biden Jr., Joseph R. [DE]",14101,-0.335,-0.003,100
107,"Bingaman, Jeff [NM]",14912,-0.241,0.119,100
107,"Boxer, Barbara [CA]",15011,-0.45,-0.265,100
107,"Breaux, John B. [LA]",13056,-0.069,0.556,100
107,"Brownback, Sam [KS]",29523,0.406,-0.355,200
107,"Bunning, Jim [KY]",15406,0.471,-0.047,200
107,"Burns, Conrad R. [MT]",15701,0.358,0.106,200
107,"Byrd, Robert C. [WV]",1366,-0.232,0.54,100
107,"Cantwell, Maria [WA]",39310,-0.26,-0.25,100
107,"Carnahan, Jean [MO]",40102,-0.209,0.095,100
107,"Carper, Thomas R. [DE]",15015,-0.135,-0.189,100
107,"Chafee, Lincoln D. [RI]",49905,-0.008,-0.638,200
107,"Cleland, Max [GA]",49701,-0.19,0.204,100
107,"Clinton, Hillary Rodham [NY]",40105,-0.376,-0.106,100
107,"Cochran, Thad [MS]",14009,0.266,-0.043,200
107,"Collins, Susan M. [ME]",49703,0.094,-0.595,200
107,"Conrad, Kent [ND]",15502,-0.255,0.589,100
107,"Corzine, Jon [NJ]",40104,-0.453,-0.253,100
107,"Crapo, Michael D. [ID]",29345,0.425,-0.002,200
107,"Dayton, Mark [MN]",40101,-0.398,0.117,100
107,"DeWine, Michael [OH]",15020,0.269,-0.412,200
107,"Domenici, Pete V. [NM]",14103,0.246,-0.226,200
107,"Dorgan, Byron L. [ND]",14812,-0.236,0.171,100
107,"Durbin, Richard J. [IL]",15021,-0.351,-0.239,100
107,"Edwards, John [NC]",49902,-0.28,0.048,100
107,"Ensign, John E. [NV]",29537,0.368,-0.541,200
107,"Enzi, Michael B. [WY]",49706,0.476,-0.137,200
107,"Feingold, Russell D. [WI]",49309,-0.573,-0.537,100
107,"Feinstein, Dianne [CA]",49300,-0.245,-0.048,100
107,"Fitzgerald, Peter [IL]",49900,0.233,-0.595,200
107,"Frist, Bill [TN]",49502,0.332,-0.223,200
107,"Gramm, Phil [TX]",14628,0.532,-0.191,200
107,"Grassley, Charles E. [IA]",14226,0.294,-0.06,200
107,"Hagel, Chuck [NE]",49704,0.314,-0.263,200
107,"Harkin, Tom [IA]",14230,-0.39,-0.205,100
107,"Hatch, Orrin G. [UT]",14503,0.38,-0.059,200
107,"Helms, Jesse [NC]",14105,0.656,0.421,200
107,"Hutchinson, Tim [AR]",29306,0.397,-0.044,200
107,"Hutchison, Kay Bailey [TX]",49306,0.326,-0.146,200
107,"Inhofe, Jim [OK]",15424,0.512,-0.075,200
107,"Jeffords, James M. [VT]",14240,-0.017,-0.718,200
107,"Johnson, Tim [SD]",15425,-0.212,0.129,100
107,"Kennedy, Edward M. [MA]",10808,-0.473,-0.316,100
107,"Kohl, Herb [WI]",15703,-0.293,-0.29,100
107,"Kyl, Jon [AZ]",15429,0.515,-0.51,200
107,"Landrieu, Mary [LA]",49702,-0.158,0.216,100
107,"Levin, Carl [MI]",14709,-0.4,0.002,100
107,"Lieberman, Joseph I. [CT]",15704,-0.222,-0.173,100
107,"Lincoln, Blanche [AR]",29305,-0.139,0.219,100
107,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
107,"McCain, John [AZ]",15039,0.291,-0.51,200
107,"Mikulski, Barbara A. [MD]",14440,-0.366,0.017,100
107,"Miller, Zell [GA]",49904,0.127,0.085,100
107,"Murkowski, Frank H. [AK]",14907,0.327,-0.217,200
107,"Murray, Patty [WA]",49308,-0.342,-0.143,100
107,"Nelson, Bill [FL]",14651,-0.119,0.265,100
107,"Nelson, E. Benjamin [NE]",40103,-0.002,0.294,100
107,"Reed, John F. [RI]",29142,-0.393,-0.17,100
107,"Roberts, Pat [KS]",14852,0.377,-0.205,200
107,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
107,"Santorum, Rick [PA]",29141,0.335,-0.359,200
107,"Sarbanes, Paul S. [MD]",13039,-0.437,-0.099,100
107,"Schumer, Charles E. [NY]",14858,-0.342,-0.332,100
107,"Sessions, Jeff [AL]",49700,0.465,-0.008,200
107,"Smith, Gordon [OR]",49705,0.197,-0.261,200
107,"Snowe, Olympia J. [ME]",14661,0.088,-0.593,200
107,"Stabenow, Debbie [MI]",29732,-0.296,-0.092,100
107,"Stevens, Ted [AK]",12109,0.197,-0.38,200
107,"Thomas, Craig [WY]",15633,0.438,-0.231,200
107,"Thompson, Fred [TN]",49503,0.345,-0.592,200
107,"Thurmond, Strom [SC]",9369,0.41,0.1,200
107,"Torricelli, Robert G. [NJ]",15071,-0.242,-0.038,100
107,"Voinovich, George V. [OH]",49903,0.258,-0.538,200
107,"Warner, John W. [VA]",14712,0.25,-0.172,200
107,"Wellstone, Paul D. [MN]",49101,-0.626,-0.205,100
107,"Wyden, Ron [OR]",14871,-0.296,-0.284,100
108,"Akaka, Daniel K. [HI]",14400,-0.389,0.252,100
108,"Alexander, Lamar [TN]",40304,0.32,-0.218,200
108,"Allard, A. Wayne [CO]",29108,0.519,-0.271,200
108,"Allen, George [VA]",29148,0.374,-0.121,200
108,"Bayh, Evan [IN]",49901,-0.177,0.004,100
108,"Biden Jr., Joseph R. [DE]",14101,-0.335,-0.003,100
108,"Bingaman, Jeff [NM]",14912,-0.241,0.119,100
108,"Bond, Christopher S. [MO]",15501,0.298,-0.21,200
108,"Boxer, Barbara [CA]",15011,-0.45,-0.265,100
108,"Brownback, Sam [KS]",29523,0.406,-0.355,200
108,"Bunning, Jim [KY]",15406,0.471,-0.047,200
108,"Burns, Conrad R. [MT]",15701,0.358,0.106,200
108,"Byrd, Robert C. [WV]",1366,-0.232,0.54,100
108,"Cantwell, Maria [WA]",39310,-0.26,-0.25,100
108,"Carper, Thomas R. [DE]",15015,-0.135,-0.189,100
108,"Chafee, Lincoln D. [RI]",49905,-0.008,-0.638,200
108,"Chambliss, Saxby [GA]",29512,0.371,0.078,200
108,"Clinton, Hillary Rodham [NY]",40105,-0.376,-0.106,100
108,"Cochran, Thad [MS]",14009,0.266,-0.043,200
108,"Coleman, Norm [MN]",40302,0.227,-0.06,200
108,"Collins, Susan M. [ME]",49703,0.094,-0.595,200
108,"Conrad, Kent [ND]",15502,-0.255,0.589,100
108,"Cornyn, John [TX]",40305,0.436,-0.008,200
108,"Corzine, Jon [NJ]",40104,-0.453,-0.253,100
108,"Crapo, Michael D. [ID]",29345,0.425,-0.002,200
108,"Dayton, Mark [MN]",40101,-0.398,0.117,100
108,"DeWine, Michael [OH]",15020,0.269,-0.412,200
108,"Dole, Elizabeth H. [NC]",40303,0.327,-0.012,200
108,"Domenici, Pete V. [NM]",14103,0.246,-0.226,200
108,"Dorgan, Byron L. [ND]",14812,-0.236,0.171,100
108,"Durbin, Richard J. [IL]",15021,-0.351,-0.239,100
108,"Edwards, John [NC]",49902,-0.28,0.048,100
108,"Ensign, John E. [NV]",29537,0.368,-0.541,200
108,"Enzi, Michael B. [WY]",49706,0.476,-0.137,200
108,"Feingold, Russell D. [WI]",49309,-0.573,-0.537,100
108,"Feinstein, Dianne [CA]",49300,-0.245,-0.048,100
108,"Fitzgerald, Peter [IL]",49900,0.233,-0.595,200
108,"Graham, Lindsey O. [SC]",29566,0.374,-0.07,200
108,"Grassley, Charles E. [IA]",14226,0.294,-0.06,200
108,"Hagel, Chuck [NE]",49704,0.314,-0.263,200
108,"Harkin, Tom [IA]",14230,-0.39,-0.205,100
108,"Hatch, Orrin G. [UT]",14503,0.38,-0.059,200
108,"Hutchison, Kay Bailey [TX]",49306,0.326,-0.146,200
108,"Inhofe, Jim [OK]",15424,0.512,-0.075,200
108,"Jeffords, James M. [VT]",94240,-0.246,-0.271,328
108,"Johnson, Tim [SD]",15425,-0.212,0.129,100
108,"Kennedy, Edward M. [MA]",10808,-0.473,-0.316,100
108,"Kohl, Herb [WI]",15703,-0.293,-0.29,100
108,"Kyl, Jon [AZ]",15429,0.515,-0.51,200
108,"Landrieu, Mary [LA]",49702,-0.158,0.216,100
108,"Lautenberg, Frank R. [NJ]",14914,-0.409,-0.368,100
108,"Levin, Carl [MI]",14709,-0.4,0.002,100
108,"Lieberman, Joseph I. [CT]",15704,-0.222,-0.173,100
108,"Lincoln, Blanche [AR]",29305,-0.139,0.219,100
108,"Lott, Trent [MS]",14031,0.386,0.142,200
108,"McCain, John [AZ]",15039,0.291,-0.51,200
108,"Mikulski, Barbara A. [MD]",14440,-0.366,0.017,100
108,"Miller, Zell [GA]",49904,0.127,0.085,100
108,"Murkowski, Lisa [AK]",40300,0.237,-0.031,200
108,"Murray, Patty [WA]",49308,-0.342,-0.143,100
108,"Nelson, Bill [FL]",14651,-0.119,0.265,100
108,"Nelson, E. Benjamin [NE]",40103,-0.002,0.294,100
108,"Nickles, Don [OK]",14908,0.487,-0.044,200
108,"Pryor, Mark Lunsford [AR]",40301,-0.172,0.356,100
108,"Roberts, Pat [KS]",14852,0.377,-0.205,200
108,"Santorum, Rick [PA]",29141,0.335,-0.359,200
108,"Sarbanes, Paul S. [MD]",13039,-0.437,-0.099,100
108,"Schumer, Charles E. [NY]",14858,-0.342,-0.332,100
108,"Sessions, Jeff [AL]",49700,0.465,-0.008,200
108,"Shelby, Richard C. [AL]",94659,0.364,0.318,200
108,"Smith, Gordon [OR]",49705,0.197,-0.261,200
108,"Snowe, Olympia J. [ME]",14661,0.088,-0.593,200
108,"Stabenow, Debbie [MI]",29732,-0.296,-0.092,100
108,"Stevens, Ted [AK]",12109,0.197,-0.38,200
108,"Sununu, John E. [NH]",29740,0.449,-0.502,200
108,"Talent, Jim [MO]",29369,0.378,-0.124,200
108,"Thomas, Craig [WY]",15633,0.438,-0.231,200
108,"Warner, John W. [VA]",14712,0.25,-0.172,200
108,"Wyden, Ron [OR]",14871,-0.296,-0.284,100
93,MCCLELLAN,6151,0.101,0.748,100
93,MOSS,6754,-0.415,0.132,100
93,MUSKIE,6831,-0.389,-0.043,100
93,SPARKMAN,8764,-0.188,0.613,100
93,TALMADGE,9174,0.035,0.745,100
94,MCCLELLAN,6151,0.101,0.748,100
94,MOSS,6754,-0.415,0.132,100
94,MUSKIE,6831,-0.389,-0.043,100
94,TALMADGE,9174,0.035,0.745,100
95,FORD,14302,-0.191,0.592,100
95,MUSKIE,6831,-0.389,-0.043,100
95,RANDOLPH,7722,-0.223,0.263,100
95,TALMADGE,9174,0.035,0.745,100
96,KENNEDY,10808,-0.473,-0.316,100
96,MAGNUSON,5913,-0.369,0.034,100
96,RANDOLPH,7722,-0.223,0.263,100
96,TALMADGE,9174,0.035,0.745,100
97,DOMENICI,14103,0.246,-0.226,200
97,HATFIELD,11203,-0.045,-0.692,200
97,HELMS,14105,0.656,0.421,200
97,PACKWOOD,12107,0.056,-0.704,200
97,PERCY,11205,0.006,-0.682,200
97,STAFFORD,10562,-0.001,-0.579,200
97,TOWER,10823,0.463,-0.133,200
98,HATFIELD,11203,-0.045,-0.692,200
98,HELMS,14105,0.656,0.421,200
98,PACKWOOD,12107,0.056,-0.704,200
98,PERCY,11205,0.006,-0.682,200
98,STAFFORD,10562,-0.001,-0.579,200
98,TOWER,10823,0.463,-0.133,200
99,GOLDWATER,3658,0.605,-0.172,200
99,HATFIELD,11203,-0.045,-0.692,200
99,HELMS,14105,0.656,0.421,200
99,STAFFORD,10562,-0.001,-0.579,200
100,LEAHY,14307,-0.377,-0.098,100
100,NUNN,14108,-0.085,0.515,100
100,PELL,10818,-0.384,-0.246,100
100,STENNIS,8883,0.05,0.691,100
101,"Byrd, Robert C. [WV]",1366,-0.232,0.54,100
101,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
101,"Nunn, Sam [GA]",14108,-0.085,0.515,100
101,"Pell, Claiborne [RI]",10818,-0.384,-0.246,100
101,"Riegle, Donald W., Jr. [MI]",11043,-0.406,-0.032,100
102,"Byrd, Robert C. [WV]",1366,-0.232,0.54,100
102,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
102,"Nunn, Sam [GA]",14108,-0.085,0.515,100
102,"Pell, Claiborne [RI]",10818,-0.384,-0.246,100
102,"Riegle, Donald W., Jr. [MI]",11043,-0.406,-0.032,100
103,"Biden Jr., Joseph R. [DE]",14101,-0.335,-0.003,100
103,"Bumpers, Dale [AR]",14300,-0.322,0.341,100
103,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
103,"Inouye, Daniel K. [HI]",4812,-0.321,0.123,100
103,"Kennedy, Edward M. [MA]",10808,-0.473,-0.316,100
103,"Pryor, David H. [AR]",10791,-0.239,0.464,100
103,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
104,"Bond, Christopher S. [MO]",15501,0.298,-0.21,200
104,"McCain, John [AZ]",15039,0.291,-0.51,200
104,"McConnell, Mitch [KY]",14921,0.361,-0.018,200
104,"Specter, Arlen [PA]",14910,0.014,-0.545,200
104,"Stevens, Ted [AK]",12109,0.197,-0.38,200
105,"Bond, Christopher S. [MO]",15501,0.298,-0.21,200
105,"Campbell, Ben Nighthorse [CO]",95407,0.255,0.199,200
105,"Grassley, Charles E. [IA]",14226,0.294,-0.06,200
105,"Shelby, Richard C. [AL]",94659,0.364,0.318,200
105,"Smith, Bob [NH]",15116,0.624,-0.368,200
105,"Specter, Arlen [PA]",14910,0.014,-0.545,200
106,"Bond, Christopher S. [MO]",15501,0.298,-0.21,200
106,"Campbell, Ben Nighthorse [CO]",95407,0.255,0.199,200
106,"Grassley, Charles E. [IA]",14226,0.294,-0.06,200
106,"McConnell, Mitch [KY]",14921,0.361,-0.018,200
106,"Shelby, Richard C. [AL]",94659,0.364,0.318,200
106,"Thompson, Fred [TN]",49503,0.345,-0.592,200
107,"Baucus, Max [MT]",14203,-0.219,0.2,100
107,"Dodd, Christopher J. [CT]",14213,-0.334,-0.181,100
107,"Graham, Bob [FL]",15503,-0.238,-0.031,100
107,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
107,"Inouye, Daniel K. [HI]",4812,-0.321,0.123,100
107,"Kerry, John F. [MA]",14920,-0.373,-0.21,100
107,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
108,"Bennett, Robert F. [UT]",49307,0.313,-0.08,200
108,"Campbell, Ben Nighthorse [CO]",95407,0.255,0.199,200
108,"Craig, Larry E. [ID]",14809,0.483,0.029,200
108,"Gregg, Judd [NH]",14826,0.375,-0.711,200
108,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
108,"Specter, Arlen [PA]",14910,0.014,-0.545,200
108,"Voinovich, George V. [OH]",49903,0.258,-0.538,200
95,MCCLELLAN,6151,0.101,0.748,100
96,MUSKIE,6831,-0.389,-0.043,100
104,"Packwood, Bob [OR]",12107,0.056,-0.704,200
106,"Smith, Bob [NH]",15116,0.624,-0.368,200
95,MAGNUSON,5913,-0.369,0.034,100
102,"Moynihan, Daniel Patrick [NY]",14508,-0.341,-0.242,100
106,"Roberts, Pat [KS]",14852,0.377,-0.205,200
93,GOLDWATER,3658,0.605,-0.172,200
93,THURMOND,9369,0.41,0.1,200
94,DOLE,10513,0.33,-0.24,200
94,GOLDWATER,3658,0.605,-0.172,200
94,PEARSON,10817,0.12,-0.416,200
94,THURMOND,9369,0.41,0.1,200
95,DOLE,10513,0.33,-0.24,200
95,GOLDWATER,3658,0.605,-0.172,200
95,HANSEN,11202,0.496,-0.072,200
95,PEARSON,10817,0.12,-0.416,200
95,STAFFORD,10562,-0.001,-0.579,200
96,HELMS,14105,0.656,0.421,200
96,JAVITS,4898,-0.223,-0.664,200
96,STAFFORD,10562,-0.001,-0.579,200
96,TOWER,10823,0.463,-0.133,200
97,HUDDLESTON,14106,-0.26,0.45,100
97,PELL,10818,-0.384,-0.246,100
97,PROXMIRE,7638,-0.427,0.164,100
97,RANDOLPH,7722,-0.223,0.263,100
98,HUDDLESTON,14106,-0.26,0.45,100
98,PELL,10818,-0.384,-0.246,100
98,RANDOLPH,7722,-0.223,0.263,100
98,STENNIS,8883,0.05,0.691,100
99,BENTSEN,660,-0.103,0.402,100
99,NUNN,14108,-0.085,0.515,100
99,PELL,10818,-0.384,-0.246,100
99,STENNIS,8883,0.05,0.691,100
99,ZORINSKY,14512,0.019,0.716,100
100,HATFIELD,11203,-0.045,-0.692,200
100,STAFFORD,10562,-0.001,-0.579,200
100,WARNER,14712,0.25,-0.172,200
101,"Chafee, John H. [RI]",14500,0.003,-0.785,200
101,"Danforth, John C. [MO]",14501,0.143,-0.59,200
101,"Hatfield, Mark O. [OR]",11203,-0.045,-0.692,200
101,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
101,"Warner, John W. [VA]",14712,0.25,-0.172,200
102,"Danforth, John C. [MO]",14501,0.143,-0.59,200
102,"Hatfield, Mark O. [OR]",11203,-0.045,-0.692,200
102,"Lugar, Richard G. [IN]",14506,0.29,-0.502,200
102,"Warner, John W. [VA]",14712,0.25,-0.172,200
103,"Cohen, William S. [ME]",14010,0.048,-0.586,200
103,"McCain, John [AZ]",15039,0.291,-0.51,200
103,"McConnell, Mitch [KY]",14921,0.361,-0.018,200
103,"Packwood, Bob [OR]",12107,0.056,-0.704,200
103,"Roth Jr., William V. [DE]",11044,0.248,-0.417,200
104,"Biden Jr., Joseph R. [DE]",14101,-0.335,-0.003,100
104,"Bumpers, Dale [AR]",14300,-0.322,0.341,100
104,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
104,"Kerrey, J. Robert [NE]",15702,-0.229,0.021,100
104,"Pryor, David H. [AR]",10791,-0.239,0.464,100
104,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
105,"Breaux, John B. [LA]",13056,-0.069,0.556,100
105,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
105,"Inouye, Daniel K. [HI]",4812,-0.321,0.123,100
105,"Kerrey, J. Robert [NE]",15702,-0.229,0.021,100
105,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
105,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
106,"Breaux, John B. [LA]",13056,-0.069,0.556,100
106,"Dodd, Christopher J. [CT]",14213,-0.334,-0.181,100
106,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
106,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
106,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
107,"Bennett, Robert F. [UT]",49307,0.313,-0.08,200
107,"Bond, Christopher S. [MO]",15501,0.298,-0.21,200
107,"Campbell, Ben Nighthorse [CO]",95407,0.255,0.199,200
107,"Craig, Larry E. [ID]",14809,0.483,0.029,200
107,"McConnell, Mitch [KY]",14921,0.361,-0.018,200
107,"Shelby, Richard C. [AL]",94659,0.364,0.318,200
107,"Smith, Bob [NH]",15116,0.624,-0.368,200
107,"Specter, Arlen [PA]",14910,0.014,-0.545,200
108,"Baucus, Max [MT]",14203,-0.219,0.2,100
108,"Breaux, John B. [LA]",13056,-0.069,0.556,100
108,"Dodd, Christopher J. [CT]",14213,-0.334,-0.181,100
108,"Graham, Bob [FL]",15503,-0.238,-0.031,100
108,"Hollings, Ernest F. [SC]",11204,-0.18,0.62,100
108,"Kerry, John F. [MA]",14920,-0.373,-0.21,100
108,"Leahy, Patrick J. [VT]",14307,-0.377,-0.098,100
108,"Rockefeller, Jay [WV]",14922,-0.31,0.194,100
95,THURMOND,9369,0.41,0.1,200
97,"WILLIAMS, H.",10147,-0.379,-0.255,100
98,JACKSON,4851,-0.35,0.007,100
100,HELMS,14105,0.656,0.421,200
106,"Kerrey, J. Robert [NE]",15702,-0.229,0.021,100
95,TOWER,10823,0.463,-0.133,200
