congress,name,id,cs1,cs2,party,statecode,state,district
95,FRASER,10585,-0.53,-0.364,100,33,MN,5
96,SABO,14656,-0.477,-0.109,100,33,MN,5
97,SABO,14656,-0.477,-0.109,100,33,MN,5
98,SABO,14656,-0.477,-0.109,100,33,MN,5
99,SABO,14656,-0.477,-0.109,100,33,MN,5
100,SABO,14656,-0.477,-0.109,100,33,MN,5
101,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
102,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
103,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
104,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
105,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
106,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
107,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
108,"Sabo, Martin Olav [MN-5]",14656,-0.477,-0.109,100,33,MN,5
93,ZWACH,11060,0.153,-0.229,200,33,MN,6
94,NOLAN,14263,-0.489,-0.438,100,33,MN,6
95,NOLAN,14263,-0.489,-0.438,100,33,MN,6
96,NOLAN,14263,-0.489,-0.438,100,33,MN,6
97,"WEBER, V.",14868,0.364,-0.558,200,33,MN,6
98,SIKORSKI,15059,-0.233,-0.798,100,33,MN,6
99,SIKORSKI,15059,-0.233,-0.798,100,33,MN,6
100,SIKORSKI,15059,-0.233,-0.798,100,33,MN,6
101,"Sikorski, Gerry E. [MN-6]",15059,-0.233,-0.798,100,33,MN,6
102,"Sikorski, Gerry E. [MN-6]",15059,-0.233,-0.798,100,33,MN,6
103,"Grams, Rod [MN-6]",29367,0.455,-0.269,200,33,MN,6
104,"Luther, Bill [MN-6]",29533,-0.287,-0.43,100,33,MN,6
105,"Luther, Bill [MN-6]",29533,-0.287,-0.43,100,33,MN,6
106,"Luther, Bill [MN-6]",29533,-0.287,-0.43,100,33,MN,6
107,"Luther, Bill [MN-6]",29533,-0.287,-0.43,100,33,MN,6
108,"Kennedy, Mark R. [MN-6]",20121,0.42,0.125,200,33,MN,6
93,BERGLAND,13007,-0.332,-0.003,100,33,MN,7
94,BERGLAND,13007,-0.332,-0.003,100,33,MN,7
95,BERGLAND,13007,,,100,33,MN,7
95,STANGELAND,14466,0.322,-0.17,200,33,MN,7
96,STANGELAND,14466,0.322,-0.17,200,33,MN,7
97,STANGELAND,14466,0.322,-0.17,200,33,MN,7
98,STANGELAND,14466,0.322,-0.17,200,33,MN,7
99,STANGELAND,14466,0.322,-0.17,200,33,MN,7
100,STANGELAND,14466,0.322,-0.17,200,33,MN,7
101,"Stangeland, Arlan [MN-7]",14466,0.322,-0.17,200,33,MN,7
102,"Peterson, Collin C. [MN-7]",29127,-0.084,0.459,100,33,MN,7
103,"Peterson, Collin C. [MN-7]",29127,-0.084,0.459,100,33,MN,7
104,"Peterson, Collin C. [MN-7]",29127,-0.084,0.459,100,33,MN,7
108,"Peterson, Collin C. [MN-7]",29127,-0.084,0.459,100,33,MN,7
93,BLATNIK,789,-0.473,0.093,100,33,MN,8
94,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
95,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
96,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
97,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
98,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
99,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
100,OBERSTAR,14265,-0.47,0.178,100,33,MN,8
101,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
102,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
103,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
104,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
105,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
106,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
107,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
108,"Oberstar, James L. [MN-8]",14265,-0.47,0.178,100,33,MN,8
93,CLAY,12009,-0.56,-0.412,100,34,MO,1
94,CLAY,12009,-0.56,-0.412,100,34,MO,1
95,CLAY,12009,-0.56,-0.412,100,34,MO,1
96,CLAY,12009,-0.56,-0.412,100,34,MO,1
97,CLAY,12009,-0.56,-0.412,100,34,MO,1
98,CLAY,12009,-0.56,-0.412,100,34,MO,1
99,CLAY,12009,-0.56,-0.412,100,34,MO,1
100,CLAY,12009,-0.56,-0.412,100,34,MO,1
101,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
102,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
103,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
104,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
105,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
106,"Clay, William (Bill) [MO-1]",12009,-0.56,-0.412,100,34,MO,1
107,"Clay, Wm. Lacy [MO-1]",20147,-0.441,-0.166,100,34,MO,1
108,"Clay, Wm. Lacy [MO-1]",20147,-0.441,-0.166,100,34,MO,1
93,SYMINGTON,12031,-0.303,0.081,100,34,MO,2
94,SYMINGTON,12031,-0.303,0.081,100,34,MO,2
95,YOUNG (MO.),14465,-0.233,0.401,100,34,MO,2
96,"YOUNG, R.",14465,-0.233,0.401,100,34,MO,2
97,"YOUNG, R.",14465,-0.233,0.401,100,34,MO,2
98,"YOUNG, R.",14465,-0.233,0.401,100,34,MO,2
99,"YOUNG, R.",14465,-0.233,0.401,100,34,MO,2
100,BUECHNER,15405,0.313,-0.487,200,34,MO,2
101,"Buechner, Jack [MO-2]",15405,0.313,-0.487,200,34,MO,2
102,"Horn, Joan Kelly [MO-2]",29128,-0.254,-0.114,100,34,MO,2
103,"Talent, Jim [MO-2]",29369,0.378,-0.124,200,34,MO,2
104,"Talent, Jim [MO-2]",29369,0.378,-0.124,200,34,MO,2
105,"Talent, Jim [MO-2]",29369,0.378,-0.124,200,34,MO,2
106,"Talent, Jim [MO-2]",29369,0.378,-0.124,200,34,MO,2
107,"Akin, W. Todd [MO-2]",20123,0.564,-0.07,200,34,MO,2
108,"Akin, W. Todd [MO-2]",20123,0.564,-0.07,200,34,MO,2
93,SULLIVAN,9072,-0.38,0.167,100,34,MO,3
94,SULLIVAN,9072,-0.38,0.167,100,34,MO,3
95,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
96,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
97,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
98,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
99,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
100,GEPHARDT,14421,-0.351,0.093,100,34,MO,3
101,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
102,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
103,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
104,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
105,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
106,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
107,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
108,"Gephardt, Richard A. [MO-3]",14421,-0.351,0.093,100,34,MO,3
93,RANDALL,7717,-0.137,0.417,100,34,MO,4
94,RANDALL,7717,-0.137,0.417,100,34,MO,4
95,SKELTON,14451,-0.088,0.575,100,34,MO,4
96,SKELTON,14451,-0.088,0.575,100,34,MO,4
97,SKELTON,14451,-0.088,0.575,100,34,MO,4
98,SKELTON,14451,-0.088,0.575,100,34,MO,4
99,SKELTON,14451,-0.088,0.575,100,34,MO,4
100,SKELTON,14451,-0.088,0.575,100,34,MO,4
101,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
102,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
103,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
104,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
105,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
106,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
107,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
108,"Skelton, Ike [MO-4]",14451,-0.088,0.575,100,34,MO,4
93,BOLLING,835,-0.463,0.146,100,34,MO,5
94,BOLLING,835,-0.463,0.146,100,34,MO,5
95,BOLLING,835,-0.463,0.146,100,34,MO,5
96,BOLLING,835,-0.463,0.146,100,34,MO,5
97,BOLLING,835,-0.463,0.146,100,34,MO,5
98,WHEAT,15076,-0.463,-0.353,100,34,MO,5
99,WHEAT,15076,-0.463,-0.353,100,34,MO,5
100,WHEAT,15076,-0.463,-0.353,100,34,MO,5
101,"Wheat, Alan [MO-5]",15076,-0.463,-0.353,100,34,MO,5
102,"Wheat, Alan [MO-5]",15076,-0.463,-0.353,100,34,MO,5
103,"Wheat, Alan [MO-5]",15076,-0.463,-0.353,100,34,MO,5
104,"McCarthy, Karen [MO-5]",29535,-0.323,-0.351,100,34,MO,5
105,"McCarthy, Karen [MO-5]",29535,-0.323,-0.351,100,34,MO,5
106,"McCarthy, Karen [MO-5]",29535,-0.323,-0.351,100,34,MO,5
107,"McCarthy, Karen [MO-5]",29535,-0.323,-0.351,100,34,MO,5
108,"McCarthy, Karen [MO-5]",29535,-0.323,-0.351,100,34,MO,5
93,LITTON,14030,-0.197,0.177,100,34,MO,6
94,LITTON,14030,-0.197,0.177,100,34,MO,6
95,COLEMAN,14410,0.245,-0.239,200,34,MO,6
96,COLEMAN,14410,0.245,-0.239,200,34,MO,6
97,COLEMAN,14410,0.245,-0.239,200,34,MO,6
98,"COLEMAN, E.",14410,0.245,-0.239,200,34,MO,6
99,"COLEMAN, E.",14410,0.245,-0.239,200,34,MO,6
100,"COLEMAN, E.",14410,0.245,-0.239,200,34,MO,6
101,"Coleman, E. Thomas [MO-6]",14410,0.245,-0.239,200,34,MO,6
103,"Danner, Pat [MO-6]",29370,-0.127,0.299,100,34,MO,6
104,"Danner, Pat [MO-6]",29370,-0.127,0.299,100,34,MO,6
105,"Danner, Pat [MO-6]",29370,-0.127,0.299,100,34,MO,6
106,"Danner, Pat [MO-6]",29370,-0.127,0.299,100,34,MO,6
107,"Graves, Sam [MO-6]",20124,0.39,0.062,200,34,MO,6
108,"Graves, Sam [MO-6]",20124,0.39,0.062,200,34,MO,6
93,TAYLOR (MO.),14057,0.356,0.35,200,34,MO,7
94,TAYLOR (MO.),14057,0.356,0.35,200,34,MO,7
95,TAYLOR,14057,0.356,0.35,200,34,MO,7
96,TAYLOR,14057,0.356,0.35,200,34,MO,7
97,TAYLOR,14057,0.356,0.35,200,34,MO,7
98,TAYLOR,14057,0.356,0.35,200,34,MO,7
99,TAYLOR,14057,0.356,0.35,200,34,MO,7
100,TAYLOR,14057,0.356,0.35,200,34,MO,7
101,"Hancock, Mel [MO-7]",15606,0.712,-0.188,200,34,MO,7
102,"Hancock, Mel [MO-7]",15606,0.712,-0.188,200,34,MO,7
103,"Hancock, Mel [MO-7]",15606,0.712,-0.188,200,34,MO,7
104,"Hancock, Mel [MO-7]",15606,0.712,-0.188,200,34,MO,7
105,"Blunt, Roy [MO-7]",29735,0.431,-0.156,200,34,MO,7
106,"Blunt, Roy [MO-7]",29735,0.431,-0.156,200,34,MO,7
107,"Blunt, Roy [MO-7]",29735,0.431,-0.156,200,34,MO,7
108,"Blunt, Roy [MO-7]",29735,0.431,-0.156,200,34,MO,7
93,ICHORD,10528,0.05,0.603,100,34,MO,8
94,ICHORD,10528,0.05,0.603,100,34,MO,8
95,ICHORD,10528,0.05,0.603,100,34,MO,8
96,ICHORD,10528,0.05,0.603,100,34,MO,8
97,"BAILEY, W.",14800,0.436,-0.194,200,34,MO,8
98,EMERSON,14819,0.34,-0.112,200,34,MO,8
99,EMERSON,14819,0.34,-0.112,200,34,MO,8
100,EMERSON,14819,0.34,-0.112,200,34,MO,8
101,"Emerson, Bill [MO-8]",14819,0.34,-0.112,200,34,MO,8
102,"Emerson, Bill [MO-8]",14819,0.34,-0.112,200,34,MO,8
103,"Emerson, Bill [MO-8]",14819,0.34,-0.112,200,34,MO,8
104,"Emerson, Bill [MO-8]",14819,0.34,-0.112,200,34,MO,8
105,"Emerson, Jo Ann [MO-8]",29736,0.3,0.107,200,34,MO,8
106,"Emerson, Jo Ann [MO-8]",29736,0.3,0.107,200,34,MO,8
107,"Emerson, Jo Ann [MO-8]",29736,0.3,0.107,200,34,MO,8
108,"Emerson, Jo Ann [MO-8]",29736,0.3,0.107,200,34,MO,8
93,HUNGATE,10740,-0.262,0.399,100,34,MO,9
94,HUNGATE,10740,-0.262,0.399,100,34,MO,9
95,VOLKMER,14459,-0.127,0.264,100,34,MO,9
96,VOLKMER,14459,-0.127,0.264,100,34,MO,9
97,VOLKMER,14459,-0.127,0.264,100,34,MO,9
98,VOLKMER,14459,-0.127,0.264,100,34,MO,9
99,VOLKMER,14459,-0.127,0.264,100,34,MO,9
100,VOLKMER,14459,-0.127,0.264,100,34,MO,9
101,"Volkmer, Harold L. [MO-9]",14459,-0.127,0.264,100,34,MO,9
102,"Volkmer, Harold L. [MO-9]",14459,-0.127,0.264,100,34,MO,9
103,"Volkmer, Harold L. [MO-9]",14459,-0.127,0.264,100,34,MO,9
104,"Volkmer, Harold L. [MO-9]",14459,-0.127,0.264,100,34,MO,9
105,"Hulshof, Kenny C. [MO-9]",29737,0.374,0.026,200,34,MO,9
106,"Hulshof, Kenny C. [MO-9]",29737,0.374,0.026,200,34,MO,9
107,"Hulshof, Kenny C. [MO-9]",29737,0.374,0.026,200,34,MO,9
108,"Hulshof, Kenny C. [MO-9]",29737,0.374,0.026,200,34,MO,9
93,BURLISON,12004,-0.286,0.603,100,34,MO,10
94,BURLISON,12004,-0.286,0.603,100,34,MO,10
95,BURLISON,12004,-0.286,0.603,100,34,MO,10
96,BURLISON,12004,-0.286,0.603,100,34,MO,10
97,EMERSON,14819,0.34,-0.112,200,34,MO,10
93,WHITTEN,10075,0.003,0.741,100,46,MS,1
94,WHITTEN,10075,0.003,0.741,100,46,MS,1
95,WHITTEN,10075,0.003,0.741,100,46,MS,1
96,WHITTEN,10075,0.003,0.741,100,46,MS,1
97,WHITTEN,10075,0.003,0.741,100,46,MS,1
98,WHITTEN,10075,0.003,0.741,100,46,MS,1
99,WHITTEN,10075,0.003,0.741,100,46,MS,1
100,WHITTEN,10075,0.003,0.741,100,46,MS,1
101,"Whitten, Jamie L. [MS-1]",10075,0.003,0.741,100,46,MS,1
102,"Whitten, Jamie L. [MS-1]",10075,0.003,0.741,100,46,MS,1
103,"Whitten, Jamie L. [MS-1]",10075,0.003,0.741,100,46,MS,1
104,"Wicker, Roger F. [MS-1]",29534,0.384,0.2,200,46,MS,1
105,"Wicker, Roger F. [MS-1]",29534,0.384,0.2,200,46,MS,1
106,"Wicker, Roger F. [MS-1]",29534,0.384,0.2,200,46,MS,1
107,"Wicker, Roger F. [MS-1]",29534,0.384,0.2,200,46,MS,1
108,"Wicker, Roger F. [MS-1]",29534,0.384,0.2,200,46,MS,1
93,BOWEN,14005,-0.068,0.557,100,46,MS,2
94,BOWEN,14005,-0.068,0.557,100,46,MS,2
95,BOWEN,14005,-0.068,0.557,100,46,MS,2
96,BOWEN,14005,-0.068,0.557,100,46,MS,2
97,BOWEN,14005,-0.068,0.557,100,46,MS,2
98,FRANKLIN,15025,0.303,0.161,200,46,MS,2
99,FRANKLIN,15025,0.303,0.161,200,46,MS,2
100,ESPY,15411,-0.323,0.284,100,46,MS,2
101,"Espy, Mike [MS-2]",15411,-0.323,0.284,100,46,MS,2
102,"Espy, Mike [MS-2]",15411,-0.323,0.284,100,46,MS,2
103,"Espy, Mike [MS-2]",15411,,,100,46,MS,2
103,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
104,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
105,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
106,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
107,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
108,"Thompson, Bennie G. [MS-2]",29368,-0.432,0.377,100,46,MS,2
93,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
94,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
95,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
96,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
97,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
98,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
99,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
100,MONTGOMERY,11035,0.134,0.697,100,46,MS,3
101,"Montgomery, G. V. (Sonny) [MS-3]",11035,0.134,0.697,100,46,MS,3
102,"Montgomery, G. V. (Sonny) [MS-3]",11035,0.134,0.697,100,46,MS,3
103,"Montgomery, G. V. (Sonny) [MS-3]",11035,0.134,0.697,100,46,MS,3
104,"Montgomery, G. V. (Sonny) [MS-3]",11035,0.134,0.697,100,46,MS,3
105,"Pickering, Charles W. (Chip) [MS-3]",29734,0.367,0.023,200,46,MS,3
106,"Pickering, Charles W. (Chip) [MS-3]",29734,0.367,0.023,200,46,MS,3
107,"Pickering, Charles W. (Chip) [MS-3]",29734,0.367,0.023,200,46,MS,3
108,"Pickering, Charles W. (Chip) [MS-3]",29734,0.367,0.023,200,46,MS,3
93,COCHRAN,14009,0.266,-0.043,200,46,MS,4
94,COCHRAN,14009,0.266,-0.043,200,46,MS,4
95,COCHRAN,14009,0.266,-0.043,200,46,MS,4
96,HINSON,14634,0.317,0.082,200,46,MS,4
97,DOWDY,14874,-0.187,0.547,100,46,MS,4
97,HINSON,14634,,,200,46,MS,4
98,DOWDY,14874,-0.187,0.547,100,46,MS,4
99,DOWDY,14874,-0.187,0.547,100,46,MS,4
100,DOWDY,14874,-0.187,0.547,100,46,MS,4
101,"Parker, Mike [MS-4]",15617,0.076,0.528,100,46,MS,4
102,"Parker, Mike [MS-4]",15617,0.076,0.528,100,46,MS,4
103,"Parker, Mike [MS-4]",15617,0.076,0.528,100,46,MS,4
104,"Parker, Mike [MS-4]",15617,0.076,0.528,100,46,MS,4
105,"Parker, Mike [MS-4]",95617,0.361,0.078,200,46,MS,4
106,"Shows, Ronnie [MS-4]",29920,-0.05,0.476,100,46,MS,4
107,"Shows, Ronnie [MS-4]",29920,-0.05,0.476,100,46,MS,4
108,"Taylor, Gene [MS-4]",15637,0.001,0.572,100,46,MS,4
93,LOTT,14031,0.386,0.142,200,46,MS,5
94,LOTT,14031,0.386,0.142,200,46,MS,5
95,LOTT,14031,0.386,0.142,200,46,MS,5
96,LOTT,14031,0.386,0.142,200,46,MS,5
97,LOTT,14031,0.386,0.142,200,46,MS,5
98,LOTT,14031,0.386,0.142,200,46,MS,5
99,LOTT,14031,0.386,0.142,200,46,MS,5
100,LOTT,14031,0.386,0.142,200,46,MS,5
101,"Smith, Larkin [MS-5]",15625,0.463,-0.131,200,46,MS,5
101,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
102,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
103,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
104,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
105,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
106,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
107,"Taylor, Gene [MS-5]",15637,0.001,0.572,100,46,MS,5
93,SHOUP,13041,0.201,0.043,200,64,MT,1
94,BAUCUS,14203,-0.219,0.2,100,64,MT,1
95,BAUCUS,14203,-0.219,0.2,100,64,MT,1
96,"WILLIAMS, P.",14672,-0.31,-0.122,100,64,MT,1
97,"WILLIAMS, P.",14672,-0.31,-0.122,100,64,MT,1
98,"WILLIAMS, P.",14672,-0.31,-0.122,100,64,MT,1
99,"WILLIAMS, P.",14672,-0.31,-0.122,100,64,MT,1
100,WILLIAMS,14672,-0.31,-0.122,100,64,MT,1
101,"Williams, Pat [MT-1]",14672,-0.31,-0.122,100,64,MT,1
102,"Williams, Pat [MT-1]",14672,-0.31,-0.122,100,64,MT,1
103,"Williams, Pat [MT-1]",14672,-0.31,-0.122,100,64,MT,1
104,"Williams, Pat [MT]",14672,-0.31,-0.122,100,64,MT,1
105,"Hill, Rick [MT]",29738,0.413,0.21,200,64,MT,1
107,"Rehberg, Dennis R. [MT]",20125,0.345,-0.121,200,64,MT,1
108,"Rehberg, Dennis R. [MT]",20125,0.345,-0.121,200,64,MT,1
93,MELCHER,12039,-0.29,0.361,100,64,MT,2
94,MELCHER,12039,-0.29,0.361,100,64,MT,2
95,MARLENEE,14437,0.384,-0.098,200,64,MT,2
96,MARLENEE,14437,0.384,-0.098,200,64,MT,2
97,MARLENEE,14437,0.384,-0.098,200,64,MT,2
98,MARLENEE,14437,0.384,-0.098,200,64,MT,2
99,MARLENEE,14437,0.384,-0.098,200,64,MT,2
100,MARLENEE,14437,0.384,-0.098,200,64,MT,2
101,"Marlenee, Ron [MT-2]",14437,0.384,-0.098,200,64,MT,2
102,"Marlenee, Ron [MT-2]",14437,0.384,-0.098,200,64,MT,2
93,JONES (N. C.),10788,-0.12,0.655,100,47,NC,1
94,JONES (N. C.),10788,-0.12,0.655,100,47,NC,1
95,JONES (N. C.),10788,-0.12,0.655,100,47,NC,1
96,"JONES, W.",10788,-0.12,0.655,100,47,NC,1
97,"JONES, W.",10788,-0.12,0.655,100,47,NC,1
98,"JONES, W.",10788,-0.12,0.655,100,47,NC,1
99,"JONES, W.",10788,-0.12,0.655,100,47,NC,1
100,"JONES, W.",10788,-0.12,0.655,100,47,NC,1
101,"Jones, Walter B. [NC-1]",10788,-0.12,0.655,100,47,NC,1
102,"Jones, Walter B. [NC-1]",10788,-0.12,0.655,100,47,NC,1
103,"Clayton, Eva M. [NC-1]",29382,-0.409,-0.147,100,47,NC,1
104,"Clayton, Eva M. [NC-1]",29382,-0.409,-0.147,100,47,NC,1
105,"Clayton, Eva M. [NC-1]",29382,-0.409,-0.147,100,47,NC,1
106,"Clayton, Eva M. [NC-1]",29382,-0.409,-0.147,100,47,NC,1
107,"Clayton, Eva M. [NC-1]",29382,-0.409,-0.147,100,47,NC,1
108,"Ballance, Frank W., Jr. [NC-1]",20339,-0.39,-0.165,100,47,NC,1
108,"Butterfield, G. K. [NC-1]",20340,-0.206,-0.108,100,47,NC,1
93,FOUNTAIN,3321,0.048,0.636,100,47,NC,2
94,FOUNTAIN,3321,0.048,0.636,100,47,NC,2
95,FOUNTAIN,3321,0.048,0.636,100,47,NC,2
96,FOUNTAIN,3321,0.048,0.636,100,47,NC,2
97,FOUNTAIN,3321,0.048,0.636,100,47,NC,2
98,VALENTINE,15073,-0.047,0.438,100,47,NC,2
99,VALENTINE,15073,-0.047,0.438,100,47,NC,2
100,VALENTINE,15073,-0.047,0.438,100,47,NC,2
101,"Valentine, Tim [NC-2]",15073,-0.047,0.438,100,47,NC,2
102,"Valentine, Tim [NC-2]",15073,-0.047,0.438,100,47,NC,2
103,"Valentine, Tim [NC-2]",15073,-0.047,0.438,100,47,NC,2
104,"Funderburk, David [NC-2]",29545,0.492,0.154,200,47,NC,2
105,"Etheridge, Bob [NC-2]",29745,-0.235,0.078,100,47,NC,2
106,"Etheridge, Bob [NC-2]",29745,-0.235,0.078,100,47,NC,2
107,"Etheridge, Bob [NC-2]",29745,-0.235,0.078,100,47,NC,2
108,"Etheridge, Bob [NC-2]",29745,-0.235,0.078,100,47,NC,2
93,HENDERSON,10527,0.035,0.759,100,47,NC,3
94,HENDERSON,10527,0.035,0.759,100,47,NC,3
95,WHITLEY,14464,-0.103,0.629,100,47,NC,3
96,WHITLEY,14464,-0.103,0.629,100,47,NC,3
97,WHITLEY,14464,-0.103,0.629,100,47,NC,3
98,WHITLEY,14464,-0.103,0.629,100,47,NC,3
99,WHITLEY,14464,-0.103,0.629,100,47,NC,3
100,LANCASTER,15430,-0.098,0.296,100,47,NC,3
101,"Lancaster, H. Martin [NC-3]",15430,-0.098,0.296,100,47,NC,3
102,"Lancaster, H. Martin [NC-3]",15430,-0.098,0.296,100,47,NC,3
103,"Lancaster, H. Martin [NC-3]",15430,-0.098,0.296,100,47,NC,3
104,"Jones, Walter B., Jr. [NC-3]",29546,0.512,0.3,200,47,NC,3
105,"Jones, Walter B., Jr. [NC-3]",29546,0.512,0.3,200,47,NC,3
106,"Jones, Walter B., Jr. [NC-3]",29546,0.512,0.3,200,47,NC,3
107,"Jones, Walter B., Jr. [NC-3]",29546,0.512,0.3,200,47,NC,3
108,"Jones, Walter B., Jr. [NC-3]",29546,0.512,0.3,200,47,NC,3
93,ANDREWS (N. C.),14001,-0.114,0.377,100,47,NC,4
94,ANDREWS (N. C.),14001,-0.114,0.377,100,47,NC,4
95,ANDREWS (N. C.),14001,-0.114,0.377,100,47,NC,4
96,"ANDREWS, I.",14001,-0.114,0.377,100,47,NC,4
97,"ANDREWS, I.",14001,-0.114,0.377,100,47,NC,4
98,"ANDREWS, I.",14001,-0.114,0.377,100,47,NC,4
99,COBEY,15091,0.431,-0.255,200,47,NC,4
100,"PRICE, D.",15438,-0.246,-0.035,100,47,NC,4
101,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
102,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
103,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
104,"Heineman, Frederick K. (Fred) [NC-4]",29547,0.307,-0.095,200,47,NC,4
105,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
106,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
107,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
108,"Price, David E. [NC-4]",15438,-0.246,-0.035,100,47,NC,4
93,MIZELL,12026,0.263,0.175,200,47,NC,5
94,NEAL,14262,-0.111,0.065,100,47,NC,5
95,NEAL,14262,-0.111,0.065,100,47,NC,5
96,NEAL,14262,-0.111,0.065,100,47,NC,5
97,NEAL,14262,-0.111,0.065,100,47,NC,5
98,NEAL,14262,-0.111,0.065,100,47,NC,5
99,NEAL,14262,-0.111,0.065,100,47,NC,5
100,NEAL,14262,-0.111,0.065,100,47,NC,5
101,"Neal, Stephen L. [NC-5]",14262,-0.111,0.065,100,47,NC,5
102,"Neal, Stephen L. [NC-5]",14262,-0.111,0.065,100,47,NC,5
103,"Neal, Stephen L. [NC-5]",14262,-0.111,0.065,100,47,NC,5
104,"Burr, Richard [NC-5]",29548,0.372,-0.098,200,47,NC,5
105,"Burr, Richard [NC-5]",29548,0.372,-0.098,200,47,NC,5
106,"Burr, Richard [NC-5]",29548,0.372,-0.098,200,47,NC,5
107,"Burr, Richard [NC-5]",29548,0.372,-0.098,200,47,NC,5
108,"Burr, Richard [NC-5]",29548,0.372,-0.098,200,47,NC,5
93,PREYER,12027,-0.185,0.242,100,47,NC,6
94,PREYER,12027,-0.185,0.242,100,47,NC,6
95,PREYER,12027,-0.185,0.242,100,47,NC,6
96,PREYER,12027,-0.185,0.242,100,47,NC,6
