Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,
110,104,14045,"Regula, Ralph S.",2,3,200,1/4/07,12/10/08,0,17,2,1,0,HRES8,Appropriations,24,16,OH,Announced retirement at end of 110th Congress,
110,104,14854,"Rogers, Harold",2,4,200,1/4/07,12/10/08,0,13,2,1,1,HRES8,Appropriations,51,5,KY,,
110,104,14869,"Wolf, Frank R.",2,5,200,1/4/07,12/10/08,0,12,2,1,1,HRES8,Appropriations,40,10,VA,,
110,104,15630,"Walsh, James T.",2,6,200,1/4/07,12/10/08,0,8,2,8,0,HRES8,Appropriations,13,25,NY,Announced retirement at end of 110th Congress,
110,104,29136,"Hobson, David L.",2,7,200,1/4/07,12/10/08,0,8,2,1,0,HRES8,Appropriations,24,7,OH,Announced retirement at end of 110th Congress,
110,104,29365,"Knollenberg, Joe",2,8,200,1/4/07,12/10/08,0,7,2,1,0,HRES8,Appropriations,23,9,MI,Defeated for reelection,
110,104,29338,"Kingston, Jack",2,9,200,1/4/07,12/10/08,0,7,2,1,1,HRES8,Appropriations,44,1,GA,,
110,104,29541,"Frelinghuysen, Rodney P.",2,10,200,1/4/07,12/10/08,0,7,2,1,1,HRES8,Appropriations,12,11,NJ,,
110,104,29534,"Wicker, Roger F.",2,11,200,1/4/07,12/31/07,0,7,2,6,0,HRES8,Appropriations,46,1,MS,Appointed to the U.S. Senate,
110,104,29524,"Tiahrt, Todd",2,12,200,1/4/07,12/10/08,0,6,2,1,1,HRES8,Appropriations,32,4,KS,,
110,104,29567,"Wamp, Zach",2,13,200,1/4/07,12/10/08,0,6,2,1,1,HRES8,Appropriations,54,3,TN,,
110,104,29522,"Latham, Tom",2,14,200,1/4/07,12/10/08,0,6,2,1,1,HRES8,Appropriations,31,4,IA,,
110,104,29701,"Aderholt, Robert",2,15,200,1/4/07,12/10/08,0,6,2,1,1,HRES8,Appropriations,41,4,AL,,
110,104,29736,"Emerson, Jo Ann",2,16,200,1/4/07,12/10/08,0,5,2,1,1,HRES8,Appropriations,34,8,MO,,
110,104,29762,"Granger, Kay",2,17,200,1/4/07,12/10/08,0,5,2,1,1,HRES8,Appropriations,49,12,TX,,
110,104,29751,"Peterson, John E.",2,18,200,1/4/07,12/10/08,0,5,2,1,0,HRES8,Appropriations,14,5,PA,Announced retirement at end of 110th Congress,
110,104,89767,"Goode, Virgil H., Jr.",2,19,200,1/4/07,12/10/08,0,5,2,1,0,HRES8,Appropriations,40,5,VA,Defeated for reelection,
110,104,29104,"Doolittle, John T.",2,20,200,1/4/07,4/20/07,0,4,2,3,0,HRES8,Appropriations,71,4,CA,"Temporarily resigned from committee, due to investigation of Jack Abramoff scandal; retired at end of Congress",
110,104,29517,"LaHood, Ray",2,21,200,1/4/07,12/10/08,0,7,2,1,0,HRES8,Appropriations,21,18,IL,Announced retirement at end of 110th Congress,
110,104,29509,"Weldon, Dave",2,22,200,1/4/07,12/10/08,0,3,2,1,0,HRES8,Appropriations,43,15,FL,Announced retirement at end of 110th Congress,
110,104,29910,"Simpson, Michael K.",2,23,200,1/4/07,12/10/08,0,3,2,1,1,HRES8,Appropriations,63,2,ID,,
110,104,20139,"Culberson, John",2,24,200,1/4/07,12/10/08,0,3,2,1,1,HRES8,Appropriations,49,7,TX,,
110,104,20115,"Kirk, Mark",2,25,200,1/4/07,12/10/08,0,3,2,1,1,HRES8,Appropriations,21,10,IL,,
110,104,20111,"Crenshaw, Ander",2,26,200,1/4/07,12/10/08,0,3,2,1,1,HRES8,Appropriations,43,4,FL,,
110,104,20125,"Rehberg, Dennis",2,27,200,1/4/07,12/10/08,0,2,2,1,1,HRES8,Appropriations,64,1,MT,,
110,104,20356,"Carter, John R",2,28,200,1/4/07,12/10/08,0,2,2,1,1,HRES8,Appropriations,49,31,TX,,
110,104,90327,"Alexander, Rodney",2,29,200,1/4/07,12/10/08,0,2,2,1,1,HRES8,Appropriations,45,5,LA,,
110,104,29323,"Calvert, Ken",7,1,200,5/10/07,12/10/08,0,1,2,1,1,HRES393,Appropriations,71,44,CA,Replaced Doolittle,
110,104,20300,"Bonner, Jo",7,2,200,2/26/08,12/10/08,0,1,2,1,1,HRES998,APPROPRIATIONS,41,1,AL,Replaced Wicker,
110,106,14451,"Skelton, Ike",1,1,100,1/4/07,12/10/08,11,14,2,1,1,HRES7,Armed Services,34,4,MO,,
110,106,15064,"Spratt, John M., Jr.",1,2,100,1/10/07,12/10/08,0,13,2,1,1,HRES46,Armed Services,48,5,SC,,
110,106,15049,"Ortiz, Solomon P.",1,3,100,1/10/07,12/10/08,0,13,2,1,1,HRES46,Armed Services,49,27,TX,,
110,106,15637,"Taylor, Gene",1,4,100,1/10/07,12/10/08,0,10,2,1,1,HRES46,Armed Services,46,4,MS,,
110,106,15245,"Abercrombie, Neil",1,5,100,1/10/07,12/10/08,0,9,4,1,1,HRES46,Armed Services,82,1,HI,,
110,106,29358,"Meehan, Martin T.",1,6,100,1/10/07,7/1/07,0,8,2,8,0,HRES46,Armed Services,3,5,MA,Appointed chancellor of the University of Massachusetts at Lowell,
110,106,29764,"Reyes, Silvestre",1,7,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,49,16,TX,,
110,106,29703,"Snyder, Vic",1,8,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,42,2,AR,,
110,106,29768,"Smith, Adam",1,9,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,73,9,WA,,
110,106,29709,"Sanchez, Loretta",1,10,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,71,47,CA,,
110,106,29746,"McIntyre, Mike",1,11,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,47,7,NC,,
110,106,29705,"Tauscher, Ellen",1,12,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,71,10,CA,,
110,106,29777,"Brady, Robert A.",1,13,100,1/10/07,12/10/08,0,6,2,1,1,HRES46,Armed Services,14,1,PA,,
110,106,29132,"Andrews, Robert E.",1,14,100,1/10/07,12/10/08,0,2,4,1,0,HRES46,Armed Services,12,1,NJ,Unsuccessful candidate for the U.S. Senate,
110,106,20108,"Davis, Susan",1,15,100,1/10/07,12/10/08,0,4,2,1,1,HRES46,Armed Services,71,53,CA,,
110,106,20136,"Langevin, James",1,16,100,1/10/07,10/31/07,0,4,3,3,1,HRES46,Armed Services,5,2,RI,"Resigned, to serve on the Select Committee on Intelligence; previously took a leave of absence on 1/18/2007",
110,106,20145,"Larsen, Rick",1,17,100,1/10/07,12/10/08,0,4,2,1,1,HRES46,Armed Services,73,2,WA,,
110,106,15019,"Cooper, Jim",1,18,100,1/10/07,12/10/08,0,3,2,1,1,HRES46,Armed Services,54,5,TN,,
110,106,20317,"Marshall, Jim",1,19,100,1/10/07,12/10/08,0,3,2,1,1,HRES46,Armed Services,44,3,GA,,
110,106,70701,"Bordallo, Madeleine Z. .",1,20,100,1/10/07,12/10/08,0,3,2,1,1,HRES46,Armed Services,91,79,GU,,
110,106,29906,"Udall, Mark",1,21,100,1/10/07,12/10/08,0,2,2,1,0,HRES46,Armed Services,62,2,CO,Elected to the U.S. Senate,
110,106,20523,"Boren, Dan",1,22,100,1/10/07,12/10/08,0,2,3,1,1,HRES46,Armed Services,53,2,OK,,
110,106,20718,"Ellsworth, Brad",1,23,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,22,8,IN,,
110,106,20721,"Boyda, Nancy E.",1,24,100,1/10/07,12/10/08,0,1,2,1,0,HRES46,Armed Services,32,2,KS,Defeated for reelection,
110,106,20745,"Murphy, Patrick J.",1,25,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,14,8,PA,,
110,106,20712,"Johnson, Henry C. ""Hank"", Jr.",1,26,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,44,4,GA,,
110,106,20731,"Shea-Porter, Carol",1,27,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,4,1,NH,,
110,106,20706,"Courtney, Joe",1,28,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,1,2,CT,,
110,106,20720,"Loebsack, David",1,29,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,31,2,IA,,
110,106,20735,"Gillibrand, Kirsten E.",1,30,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,13,20,NY,,
110,106,20744,"Sestak, Joe",1,31,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,14,7,PA,,
110,106,20701,"Giffords, Gabrielle",1,32,100,1/10/07,12/10/08,0,1,2,1,1,HRES46,Armed Services,61,8,AZ,,
110,106,20708,"Castor, Kathy",1,33,100,1/10/07,12/10/08,0,1,3,1,2,HRES46,Armed Services,43,11,FL,Transferred to Standards of Official Conduct,
110,106,29587,"Cummings, Elijah E.",1,33,100,1/12/07,12/10/08,0,1,2,1,3,HRES60,Armed Services,52,7,MD,Left committee for no other,
110,106,14835,"Hunter, Duncan L.",2,1,200,1/4/07,12/10/08,21,14,2,8,0,HRES8,Armed Services,71,52,CA,"Announced run for the presidency, and that he will not seek reelection to the House",
110,106,15112,"Saxton, H. James",2,2,200,1/10/07,12/10/08,0,9,2,8,0,HRES45,Armed Services,12,3,NJ,Announced retirement at end of 110th Congress,
110,106,39316,"McHugh, John M.",2,3,200,1/10/07,12/10/08,0,8,2,1,1,HRES45,Armed Services,13,23,NY,,
110,106,29300,"Everett, Terry",2,4,200,1/10/07,12/10/08,0,8,2,1,0,HRES45,Armed Services,41,2,AL,Announced retirement at end of 110th Congress,
110,106,29356,"Bartlett, Roscoe G.",2,5,200,1/10/07,12/10/08,0,8,2,1,1,HRES45,Armed Services,52,6,MD,,
110,106,29315,"McKeon, Howard P. (Buck)",2,6,200,1/10/07,12/10/08,0,7,2,1,1,HRES45,Armed Services,71,25,CA,,
110,106,29572,"Thornberry, William M. (Mac)",2,7,200,1/10/07,12/10/08,0,7,2,1,1,HRES45,Armed Services,49,13,TX,,
110,106,29546,"Jones, Walter B., Jr.",2,8,200,1/10/07,12/10/08,0,7,2,1,1,HRES45,Armed Services,47,3,NC,,
110,106,29929,"Hayes, Robin",2,9,200,1/10/07,12/10/08,0,5,2,1,0,HRES45,Armed Services,47,8,NC,Defeated for reelection,
110,106,29323,"Calvert, Ken",2,10,200,1/10/07,5/15/07,0,5,4,2,1,HRES45,Armed Services,71,44,CA,Transferred to Appropriations,
110,106,20141,"Davis, Jo Ann",2,11,200,1/10/07,10/6/07,0,4,2,5,0,HRES45,Armed Services,40,1,VA,Died 10/6/2007,
110,106,20123,"Akin, W. Todd",2,12,200,1/10/07,12/10/08,0,4,2,1,1,HRES45,Armed Services,34,2,MO,,
110,106,20143,"Forbes, J. Randy",2,13,200,1/10/07,12/10/08,0,4,2,1,1,HRES45,Armed Services,40,4,VA,,
110,106,20110,"Miller, Jeff",2,14,200,1/10/07,12/10/08,0,4,2,1,1,HRES45,Armed Services,43,1,FL,,
110,106,20138,"Wilson, Addison G. (Joe)",2,15,200,1/10/07,12/10/08,0,4,2,1,1,HRES45,Armed Services,48,2,SC,,
110,106,29539,"Lobiondo, Frank A.",2,16,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Armed Services,12,2,NJ,,
110,106,20344,"Cole, Tom",2,17,200,1/10/07,12/10/08,0,1,2,1,2,HRES45,Armed Services,53,4,OK,Transferred to Appropriations,
110,106,20357,"Bishop, Rob",2,18,200,1/10/07,12/10/08,0,1,4,1,1,HRES45,Armed Services,67,1,UT,,
110,106,20342,"Turner, Mike",2,19,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Armed Services,24,3,OH,,
110,106,20333,"Kline, John",2,20,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Armed Services,33,2,MN,,
110,106,20331,"Miller, Candice S.",2,21,200,1/10/07,3/11/08,0,3,2,2,1,HRES45,Armed Services,23,10,MI,Transferred to Homeland Security,
110,106,20319,"Gingrey, Phil",2,22,200,1/10/07,12/10/08,0,1,2,1,2,HRES45,Armed Services,44,11,GA,Transferred to Energy and Commerce,
110,106,20301,"Rogers, Mike",2,23,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Armed Services,41,3,AL,,
110,106,20304,"Franks, Trent",2,24,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Armed Services,61,2,AZ,,
110,106,20534,"Drake, Thelma D.",2,25,200,1/10/07,12/10/08,0,2,2,1,0,HRES45,Armed Services,40,2,VA,Defeated for reelection,
110,106,20535,"McMorris Rodgers, Cathy",2,26,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Armed Services,73,5,WA,,
110,106,20531,"Conaway, K. Michael",2,27,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Armed Services,49,11,TX,,
110,106,20511,"Davis, Geoff",2,28,200,1/10/07,12/10/08,0,2,2,1,2,HRES45,Armed Services,51,4,KY,Transferred to Ways and Means,
110,106,20358,"Meek, Kendrick B.",4,34,100,1/18/07,12/10/08,0,2,2,1,3,HRES75,Armed Services,43,17,FL,Late appointment; left committee for no other,
110,106,20136,"Langevin, James",6,1,100,9/20/07,12/10/08,0,1,4,1,1,HRES667,Armed Services,5,2,RI,Replaced Meehan,
110,106,20754,"Tsongas, Nicola S. (Niki)",6,2,100,11/1/07,12/10/08,0,1,2,1,1,HRES788,Armed Services,3,5,MA,Replaced Langevin; to rank after Giffords,
110,106,20134,"Shuster, Bill",7,1,200,5/10/07,12/10/08,0,1,4,1,1,HRES393,Armed Services,14,9,PA,Reploaced Calvert; to rank after Mr. Franks of Arizona.,
110,106,20704,"Lamborn, Doug",7,2,200,10/10/07,12/10/08,0,1,2,1,1,HRES722,Armed Services,62,5,CO,Replaced Davis,
110,106,20756,"Wittman, Robert J.",7,3,200,3/11/08,12/10/08,0,1,2,1,1,HRES1034,ARMED SERVICES,40,1,VA,Replaced Miller,
110,113,14824,"Frank, Barney",1,1,100,1/4/07,12/10/08,11,14,2,1,1,HRES7,Financial Services,3,4,MA,,
110,113,15104,"Kanjorski, Paul E.",1,2,100,1/12/07,12/10/08,0,12,2,1,1,HRES56,Financial Services,14,11,PA,,
110,113,29106,"Waters, Maxine",1,3,100,1/12/07,12/10/08,0,9,2,1,1,HRES56,Financial Services,71,35,CA,,
110,113,29379,"Maloney, Carolyn B.",1,4,100,1/12/07,12/10/08,0,8,2,1,1,HRES56,Financial Services,13,14,NY,,
110,113,29348,"Gutierrez, Luis V.",1,5,100,1/12/07,12/10/08,0,8,2,1,1,HRES56,Financial Services,21,4,IL,,
110,113,29378,"Velazquez, Nydia M.",1,6,100,1/12/07,12/10/08,0,8,2,1,1,HRES56,Financial Services,13,12,NY,,
110,113,29383,"Watt, Melvin",1,7,100,1/12/07,12/10/08,0,8,2,1,1,HRES56,Financial Services,47,12,NC,,
110,113,15000,"Ackerman, Gary L.",1,8,100,1/12/07,12/10/08,0,5,5,1,1,HRES56,Financial Services,13,5,NY,,
110,113,29720,"Carson, Julia M.",1,9,100,1/12/07,12/15/07,0,6,2,5,0,HRES56,Financial Services,22,7,IN,Died 12/15/2007,
110,113,29707,"Sherman, Brad",1,10,100,1/12/07,12/10/08,0,6,2,1,1,HRES56,Financial Services,71,27,CA,,
110,113,29776,"Meeks, Gregory W.",1,11,100,1/12/07,12/10/08,0,5,2,1,1,HRES56,Financial Services,13,6,NY,,
110,113,29915,"Moore, Dennis",1,12,100,1/12/07,12/10/08,0,6,2,1,1,HRES56,Financial Services,32,3,KS,,
110,113,29919,"Capuano, Michael E.",1,13,100,1/12/07,12/10/08,0,5,2,1,1,HRES56,Financial Services,3,8,MA,,
110,113,29763,"Hinojosa, Ruben",1,14,100,1/12/07,12/10/08,0,4,2,1,1,HRES56,Financial Services,49,15,TX,,
110,113,20147,"Clay, William Lacy",1,15,100,1/12/07,12/10/08,0,4,4,1,1,HRES56,Financial Services,34,1,MO,,
110,113,29744,"McCarthy, Carolyn",1,16,100,1/12/07,12/10/08,0,3,2,1,1,HRES56,Financial Services,13,4,NY,,
110,113,29942,"Baca, Joe",1,17,100,1/12/07,12/10/08,0,3,2,1,1,HRES56,Financial Services,71,43,CA,,
110,113,20119,"Lynch, Stephen F.",1,18,100,1/12/07,12/10/08,0,3,2,1,1,HRES56,Financial Services,3,9,MA,,
110,113,20341,"Miller, Brad",1,19,100,1/12/07,12/10/08,0,3,2,1,1,HRES56,Financial Services,47,13,NC,,
110,113,20321,"Scott, David",1,20,100,1/12/07,12/10/08,0,3,2,1,1,HRES56,Financial Services,44,13,GA,,
110,113,20529,"Green, Al",1,21,100,1/12/07,12/10/08,0,2,2,1,1,HRES56,Financial Services,49,9,TX,,
110,113,20517,"Cleaver, Emanuel",1,22,100,1/12/07,12/10/08,0,2,2,1,1,HRES56,Financial Services,34,5,MO,,
110,113,20509,"Bean, Melissa L.",1,23,100,1/12/07,12/10/08,0,2,2,1,1,HRES56,Financial Services,21,8,IL,,
110,113,20537,"Moore, Gwen",1,24,100,1/12/07,12/10/08,0,2,2,1,1,HRES56,Financial Services,25,4,WI,,
110,113,20350,"Davis, Lincoln",1,25,100,1/12/07,12/10/08,0,1,2,1,3,HRES56,Financial Services,54,4,TN,Left committee for no other,
110,113,20542,"Sires, Albio",1,26,100,1/12/07,3/11/08,0,1,2,2,1,HRES56,Financial Services,12,13,NJ,Transferred to Transportation and Infrastructure,
110,113,20732,"Hodes, Paul W.",1,27,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,4,2,NH,,
110,113,20727,"Ellison, Keith",1,28,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,33,5,MN,,
110,113,20711,"Klein, Ron",1,29,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,43,22,FL,,
110,113,20710,"Mahoney, Tim",1,30,100,1/12/07,12/10/08,0,1,2,1,0,HRES56,Financial Services,43,16,FL,Defeated for reelection,
110,113,20739,"Wilson, Charles A.",1,31,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,24,6,OH,,
110,113,20705,"Perlmutter, Ed",1,32,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,62,7,CO,,
110,113,20707,"Murphy, Christopher S.",1,33,100,1/12/07,12/10/08,0,1,2,1,2,HRES56,Financial Services,1,5,CT,Transferred to Energy and Commerce,
110,113,20717,"Donnelly, Joe",1,34,100,1/12/07,12/10/08,0,1,2,1,1,HRES56,Financial Services,22,2,IN,,
110,113,29715,"Wexler, Robert",1,35,100,1/23/07,6/9/08,0,1,2,3,2,HRES85,Financial Services,43,19,FL,Resigned from the committee,
110,113,20317,"Marshall, Jim",1,36,100,1/12/07,6/10/08,0,1,2,3,1,HRES56,Financial Services,44,8,GA,Resigned to make room for a newly-elected member,
110,113,29301,"Bachus, Spencer",2,1,200,1/4/07,12/10/08,21,8,2,1,1,HRES8,Financial Services,41,6,AL,,
110,113,15401,"Baker, Richard H.",2,2,200,1/10/07,12/10/08,0,10,2,8,0,HRES45,Financial Services,45,6,LA,Resigned from the House to assume a lobbying position 2/2/2008,
110,113,29390,"Pryce, Deborah",2,3,200,1/10/07,12/10/08,0,2,4,1,0,HRES45,Financial Services,24,15,OH,Announced retirement at end of 110th Congress,
110,113,29327,"Castle, Michael N.",2,4,200,1/10/07,12/10/08,0,8,2,1,1,HRES45,Financial Services,11,1,DE,,
110,113,29375,"King, Peter T.",2,5,200,1/10/07,12/10/08,0,1,4,1,1,HRES45,Financial Services,13,3,NY,,
110,113,29321,"Royce, Ed",2,6,200,1/10/07,12/10/08,0,7,2,1,1,HRES45,Financial Services,71,40,CA,,
110,113,29393,"Lucas, Frank D.",2,7,200,1/10/07,12/10/08,0,7,2,1,1,HRES45,Financial Services,53,3,OK,,
110,113,14290,"Paul, Ron",2,8,200,1/10/07,12/10/08,0,6,5,1,1,HRES45,Financial Services,49,14,TX,,
110,113,15604,"Gillmor, Paul E.",2,9,200,1/10/07,9/5/07,0,4,2,5,0,HRES45,Financial Services,24,5,OH,Died on 9/5/2007,
110,113,29553,"LaTourette, Steven C.",2,10,200,1/10/07,12/10/08,0,4,4,1,2,HRES45,Financial Services,24,19,OH,Transferred to Appropriations,
110,113,29349,"Manzullo, Donald",2,11,200,1/10/07,12/10/08,0,6,2,1,1,HRES45,Financial Services,21,16,IL,,
110,113,29546,"Jones, Walter B., Jr.",2,12,200,1/10/07,12/10/08,0,6,2,1,1,HRES45,Financial Services,47,3,NC,,
110,113,29912,"Biggert, Judy.",2,13,200,1/10/07,12/10/08,0,5,2,1,1,HRES45,Financial Services,21,13,IL,,
110,113,15449,"Shays, Christopher",2,14,200,1/10/07,12/10/08,0,4,2,1,0,HRES45,Financial Services,1,4,CT,Defeated for reelection,
110,113,29905,"Miller, Gary G.",2,15,200,1/10/07,12/10/08,0,4,2,1,1,HRES45,Financial Services,71,42,CA,,
110,113,20315,"Feeney, Tom",2,17,200,1/10/07,12/10/08,0,3,2,1,0,HRES45,Financial Services,43,24,FL,Defeated for reelection,
110,113,20352,"Hensarling, Jeb",2,18,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Financial Services,49,5,TX,,
110,113,20336,"Garrett, Scott",2,19,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Financial Services,12,5,NJ,,
110,113,20313,"Brown-Waite, Ginny",2,20,200,1/10/07,12/10/08,0,3,2,1,2,HRES45,Financial Services,43,5,FL,Transferred to Ways and Means,
110,113,20347,"Barrett, Gresham",2,21,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Financial Services,48,3,SC,,
110,113,20303,"Renzi, Rick",2,22,200,1/10/07,4/25/07,0,3,2,3,0,HRES45,Financial Services,61,1,AZ,Resigned from committee,
110,113,20345,"Gerlach, Jim",2,23,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Financial Services,14,6,PA,,
110,113,20337,"Pearce, Stevan",2,24,200,1/10/07,12/10/08,0,2,3,1,0,HRES45,Financial Services,66,2,NM,Unsuccessful candidate for the U.S. Senate,
110,113,20353,"Neugebauer, Randy",2,25,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Financial Services,49,19,TX,,
110,113,20505,"Price, Tom",2,26,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Financial Services,44,6,GA,,
110,113,20511,"Davis, Geoff",2,27,200,1/10/07,12/10/08,0,2,2,1,2,HRES45,Financial Services,51,4,KY,Transferred to Ways and Means,
110,113,20522,"McHenry, Patrick T.",2,28,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Financial Services,47,10,NC,,
110,113,20539,"Campbell, John",2,29,200,1/10/07,12/10/08,0,2,2,1,1,HRES45,Financial Services,71,48,CA,,
110,113,20113,"Putnam, Adam",2,30,200,1/10/07,12/10/08,0,1,2,1,1,HRES45,Financial Services,43,12,FL,,
110,113,20351,"Blackburn, Marsha",2,31,200,1/10/07,3/12/07,0,1,2,3,1,HRES45,Financial Services,54,7,TN,Transferred to Energy and Commerce,
110,113,20728,"Bachmann, Michele",2,32,200,1/10/07,12/10/08,0,1,2,1,1,HRES45,Financial Services,33,6,MN,,
110,113,20715,"Roskam, Peter J.",2,33,200,1/10/07,12/10/08,0,1,2,1,2,HRES45,Financial Services,21,6,IL,Transferred to Ways and Means,
110,113,20146,"Capito, Shelley Moore",2,34,200,1/10/07,12/10/08,0,3,2,1,1,HRES45,Financial Services,56,2,WV,,
110,113,20523,"Boren, Dan",4,37,100,1/18/07,6/9/08,0,1,2,3,2,HRES75,Financial Services,53,2,OK,Resigned from committee,
110,113,20761,"Childers, Travis",4,38,100,6/10/08,12/10/08,0,1,2,1,1,HRES1256,FINANCIAL SERVICES,46,1,MS,,
110,113,20749,"Foster, Bill",6,1,100,4/1/08,12/10/08,0,1,2,1,1,HRES1066,FINANCIAL SERVICES,21,14,IL,Replaced Sires,
110,113,20757,"Carson, Andre",6,2,100,4/1/08,12/10/08,0,1,2,1,1,HRES1066,FINANCIAL SERVICES,22,7,IN,Replaced Carson,
110,113,20762,"Speier, Karen Lorraine Jacqueline (Jackie)",6,3,100,6/10/08,12/10/08,0,1,2,1,1,HRES1256,FINANCIAL SERVICES,71,12,CA,Replaced Wexler,
110,113,20760,"Cazayoux, Donald J., Jr.",6,4,100,6/10/08,12/10/08,0,1,2,1,1,HRES1256,FINANCIAL SERVICES,45,6,LA,Replaced Marshall,
110,113,20532,"Marchant, Kenny",7,1,200,3/12/07,12/10/08,0,1,2,1,1,HRES236,Financial Services,49,24,TX,Replaced Blackburn,
110,113,20332,"McCotter, Thaddeus G.",7,2,200,5/5/07,12/10/08,0,1,2,1,1,HRES393,Financial Services,23,11,MI,Replaced Renzi,
110,113,20703,"McCarthy, Kevin",7,3,200,10/2/07,12/10/08,0,1,2,1,1,HRES699,Financial Services,71,22,CA,Replaced Gilmor,
110,113,20730,"Heller, Dean",7,4,200,2/26/08,12/10/08,0,1,2,1,2,HRES998,FINANCIAL SERVICES,65,2,NV,Replaced Boren; transferred to Ways and Means,
110,115,15064,"Spratt, John M., Jr.",1,1,100,1/4/07,12/10/08,11,6,4,1,1,HRES7,Budget,48,5,SC,,
110,115,29109,"DeLauro, Rosa",1,2,100,1/18/07,12/10/08,0,3,2,1,1,HRES73,Budget,1,3,CT,,
110,115,29144,"Edwards, Chet",1,3,100,1/18/07,12/10/08,0,3,2,1,1,HRES73,Budget,49,17,TX,,
110,115,29774,"Capps, Lois",1,4,100,1/18/07,2/16/07,0,3,2,2,1,HRES73,Budget,71,23,CA,Resigned from committee,
110,115,15019,"Cooper, Jim",1,5,100,1/18/07,12/10/08,0,3,4,1,3,HRES73,Budget,54,5,TN,Left committee for no other,
110,115,29728,"Allen, Thomas H.",1,6,100,1/18/07,12/10/08,0,2,2,1,0,HRES73,Budget,2,1,ME,Unsuccessful candidate for the U.S. Senate,
110,115,20525,"Schwartz, Allyson Y.",1,7,100,1/18/07,12/10/08,0,2,2,1,1,HRES73,Budget,14,13,PA,,
110,115,15029,"Kaptur, Marcy",1,8,100,1/18/07,12/10/08,0,1,4,1,1,HRES73,Budget,24,9,OH,,
110,115,29316,"Becerra, Xavier",1,9,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,71,31,CA,,
110,115,29571,"Doggett, Lloyd",1,10,100,1/18/07,12/10/08,0,1,4,1,1,HRES73,Budget,49,25,TX,,
110,115,29588,"Blumenauer, Earl",1,11,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,72,3,OR,,
110,115,29702,"Berry, Marion",1,12,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,42,1,AR,,
110,115,29713,"Boyd, Allen",1,13,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,43,2,FL,,
110,115,29729,"McGovern, Jim",1,14,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,3,3,MA,,
110,115,20740,"Sutton, Betty",1,15,100,1/18/07,7/12/07,0,1,2,3,1,HRES73,Budget,24,13,OH,Transferred to Judiciary,
110,115,29132,"Andrews, Robert E.",1,16,100,1/18/07,12/10/08,0,1,2,1,0,HRES73,Budget,12,1,NJ,Unsuccessful candidate for the U.S. Senate,
110,115,39307,"Scott, Robert C.",1,17,100,1/18/07,12/10/08,0,1,4,1,1,HRES73,Budget,40,3,VA,,
110,115,29745,"Etheridge, Bob",1,18,100,1/18/07,12/10/08,0,1,2,1,1,HRES73,Budget,47,2,NC,,
110,115,29750,"Hooley, Darlene",1,19,100,1/18/07,12/10/08,0,1,2,1,0,HRES73,Budget,72,5,OR,,
