Congress,Committee Code,ID #,Name,Maj/Min,Rank Within Party,Party Code,Date of Appointment,Date of Termination,,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State Code,District,State Name,Notes,,,,
108,380,29141,"Santorum, Rick",1,5,200,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 18,Rules and Administration,14,81,PA,,,,,
108,380,14908,"Nickles, Don",1,6,200,1/15/03,1/3/05,,0,9,2,1,0,S. Res. 18,Rules and Administration,53,83,OK,,,,,
108,380,49306,"Hutchison, Kay Bailey",1,7,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Rules and Administration,49,81,TX,,,,,
108,380,49502,"Frist, William H.",1,8,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Rules and Administration,54,81,TN,,,,,
108,380,49705,"Smith, Gordon H.",1,9,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Rules and Administration,72,82,OR,,,,,
108,380,29512,"Chambliss, Saxby",1,10,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Rules and Administration,44,82,GA,,,,,
108,380,14213,"Dodd, Christopher, J",2,1,100,1/15/03,1/3/05,,21,17,2,1,1,S. Res. 20,Rules and Administration,1,83,CT,,,,,
108,380,1366,"Byrd, Robert C.",2,2,100,1/15/03,1/3/05,,0,41,2,1,1,S. Res. 20,Rules and Administration,56,81,WV,,,,,
108,380,4812,"Inouye, Daniel K.",2,3,100,1/15/03,1/3/05,,0,21,2,1,1,S. Res. 20,Rules and Administration,82,83,HI,,,,,
108,380,49300,"Feinstein, Dianne",2,4,100,1/15/03,1/3/05,,0,11,2,1,1,S. Res. 20,Rules and Administration,71,81,CA,,,,,
108,380,14858,"Schumer, Charles Ellis (Chuck)",2,5,100,1/15/03,1/3/05,,0,5,2,1,1,S. Res. 20,Rules and Administration,13,83,NY,,,,,
108,380,13056,"Breaux, John B.",2,6,100,1/15/03,1/3/05,,0,3,2,1,0,S. Res. 20,Rules and Administration,45,83,LA,,,,,
108,380,14617,"Daschle, Thomas A.",2,7,100,1/15/03,1/3/05,,0,17,2,1,0,S. Res. 20,Rules and Administration,37,83,SD,,,,,
108,380,40101,"Dayton, Mark",2,8,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Rules and Administration,33,81,MN,,,,,
108,380,15021,"Durbin, Richard J.",2,9,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Rules and Administration,21,82,IL,,,,,
108,384,14661,"Snowe, Olympia J.",1,1,200,1/15/03,1/3/05,,11,9,2,1,1,S. Res. 18,Small Business and Entrepreneurship,2,81,ME,,,,,
108,384,15501,"Bond, Christopher S.",1,2,200,1/15/03,1/3/05,,0,17,2,1,1,S. Res. 18,Small Business and Entrepreneurship,34,83,MO,,,,,
108,384,15701,"Burns, Conrad",1,3,200,1/15/03,1/3/05,,0,15,2,1,1,S. Res. 18,Small Business and Entrepreneurship,64,81,MT,,,,,
108,384,49307,"Bennet, Robert F.",1,4,200,1/15/03,1/3/05,,0,11,2,1,2,S. Res. 18,Small Business and Entrepreneurship,67,83,UT,,,,,
108,384,49706,"Enzi, Michael B.",1,5,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Small Business and Entrepreneurship,68,82,WY,,,,,
108,384,49900,"Fitzgerald, Peter G",1,6,200,1/15/03,1/3/05,,0,5,2,1,0,S. Res. 18,Small Business and Entrepreneurship,21,83,IL,,,,,
108,384,29345,"Crapo, Michael Dean",1,7,200,1/15/03,1/3/05,,0,5,2,1,2,S. Res. 18,Small Business and Entrepreneurship,63,83,ID,,,,,
108,384,29148,"Allen, George",1,8,200,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 18,Small Business and Entrepreneurship,40,81,VA,,,,,
108,384,29537,"Ensign, John Eric",1,9,200,1/15/03,1/3/05,,0,3,2,1,2,S. Res. 18,Small Business and Entrepreneurship,65,81,NV,,,,,
108,384,40302,"Coleman, Norm",1,10,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Small Business and Entrepreneurship,33,82,MN,,,,,
108,384,14920,"Kerry, John F.",2,1,100,1/15/03,1/3/05,,21,18,2,1,1,S. Res. 20,Small Business and Entrepreneurship,3,82,MA,,,,,
108,384,14709,"Levin, Carl",2,2,100,1/15/03,1/3/05,,0,25,2,1,1,S. Res. 20,Small Business and Entrepreneurship,23,82,MI,,,,,
108,384,14230,"Harkin, Tom",2,3,100,1/15/03,1/3/05,,0,18,2,1,1,S. Res. 20,Small Business and Entrepreneurship,31,82,IA,,,,,
108,384,15704,"Lieberman, Joseph I.",2,4,100,1/15/03,1/3/05,,0,15,2,1,1,S. Res. 20,Small Business and Entrepreneurship,1,81,CT,,,,,
108,384,49702,"Landrieu, Mary L.",2,5,100,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 20,Small Business and Entrepreneurship,45,82,LA,,,,,
108,384,49902,"Edwards, John",2,6,100,1/15/03,1/3/05,,0,5,2,1,0,S. Res. 20,Small Business and Entrepreneurship,47,83,NC,,,,,
108,384,39310,"Cantwell, Maria",2,7,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Small Business and Entrepreneurship,73,81,WA,,,,,
108,384,49901,"Bayh, Evan",2,8,100,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 20,Small Business and Entrepreneurship,22,83,IN,,,,,
108,384,40301,"Pryor, Mark",2,9,100,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 20,Small Business and Entrepreneurship,42,82,AR,,,,,
108,388,14910,"Specter, Arlen",1,1,200,1/15/03,1/3/05,,11,23,2,1,1,S. Res. 18,Veterans' Affairs,14,83,PA,,,,,
108,388,15407,"Campbell, Ben Nighthorse",1,2,200,1/15/03,1/3/05,,0,11,2,1,0,S. Res. 18,Veterans' Affairs,62,83,CO,,,,,
108,388,14809,"Craig, Larry E.",1,3,200,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 18,Veterans' Affairs,63,82,ID,,,,,
108,388,49306,"Hutchison, Kay Bailey",1,4,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Veterans' Affairs,49,81,TX,,,,,
108,388,15406,"Bunning, James Paul David",1,5,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Veterans' Affairs,51,83,KY,,,,,
108,388,29537,"Ensign, John Eric",1,6,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Veterans' Affairs,65,81,NV,,,,,
108,388,29566,"Graham, Lindsey O.",1,7,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Veterans' Affairs,48,82,SC,,,,,
108,388,40300,"Murkowski, Lisa",1,8,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Veterans' Affairs,81,83,AK,,,,,
108,388,15503,"Graham, Bob",2,1,100,1/15/03,1/3/05,,21,17,2,1,0,S. Res. 20,Veterans' Affairs,43,83,FL,,,,,
108,388,14922,"Rockefeller, John D., IV",2,2,100,1/15/03,1/3/05,,0,19,2,1,1,S. Res. 20,Veterans' Affairs,56,82,WV,,,,,
108,388,14240,"Jeffords, James M.",2,3,100,1/15/03,1/3/05,,0,15,2,1,1,S. Res. 20,Veterans' Affairs,6,81,VT,,,,,
108,388,14400,"Akaka, Daniel K.",2,4,100,1/15/03,1/3/05,,0,13,2,1,1,S. Res. 20,Veterans' Affairs,82,81,HI,,,,,
108,388,49308,"Murray, Patty",2,5,100,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 20,Veterans' Affairs,73,83,WA,,,,,
108,388,49904,"Miller, Zell Bryan",2,6,100,1/15/03,1/3/05,,0,3,2,1,0,S. Res. 20,Veterans' Affairs,44,83,GA,,,,,
108,388,40103,"Nelson, Earl Benjamin (Ben)",2,7,100,1/15/03,1/3/05,,0,3,2,1,2,S. Res. 20,Veterans' Affairs,35,81,NE,,,,,
108,419,14809,"Craig, Larry E.",1,1,200,1/15/03,1/3/05,,11,13,2,1,1,S. Res. 18,Aging (Special Committee),63,82,ID,,,,,
108,419,94659,"Shelby, Richard C.",1,2,200,1/15/03,1/3/05,,0,17,2,1,1,S. Res. 18,Aging (Special Committee),41,83,AL,,,,,
108,419,49703,"Collins, Susan",1,3,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Aging (Special Committee),2,82,ME,,,,,
108,419,49706,"Enzi, Michael B.",1,4,200,1/15/03,1/3/05,,0,7,2,1,2,S. Res. 18,Aging (Special Committee),68,82,WY,,,,,
108,419,49705,"Smith, Gordon H.",1,5,200,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 18,Aging (Special Committee),72,82,OR,,,,,
108,419,29369,"Talent, James Matthes",1,6,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Aging (Special Committee),34,81,MO,,,,,
108,419,49900,"Fitzgerald, Peter G",1,7,200,1/15/03,1/3/05,,0,1,4,1,0,S. Res. 18,Aging (Special Committee),21,83,IL,,,,,
108,419,14503,"Hatch, Orrin G.",1,8,200,1/15/03,1/3/05,,0,1,4,1,2,S. Res. 18,Aging (Special Committee),67,81,UT,,,,,
108,419,40303,"Dole, Elizabeth Hanford",1,9,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Aging (Special Committee),47,82,NC,,,,,
108,419,12109,"Stevens, Ted",1,10,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Aging (Special Committee),81,82,AK,,,,,
108,419,29141,"Santorum, Rick",1,11,200,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 18,Aging (Special Committee),14,81,PA,,,,,
108,419,13056,"Breaux, John B.",2,1,100,1/15/03,1/3/05,,21,17,2,1,0,S. Res. 20,Aging (Special Committee),45,83,LA,,,,,
108,419,15054,"Reid, Harry",2,2,100,1/15/03,1/3/05,,0,17,2,1,2,S. Res. 20,Aging (Special Committee),65,83,NV,,,,,
108,419,15703,"Kohl, Herbert H.",2,3,100,1/15/03,1/3/05,,0,15,2,1,1,S. Res. 20,Aging (Special Committee),25,81,WI,,,,,
108,419,14240,"Jeffords, James M.",2,4,100,1/15/03,1/3/05,,0,13,2,1,1,S. Res. 20,Aging (Special Committee),6,81,VT,,,,,
108,419,49309,"Feingold, Russel D.",2,5,100,1/15/03,1/3/05,,0,11,2,1,1,S. Res. 20,Aging (Special Committee),25,83,WI,,,,,
108,419,14871,"Wyden, Ron",2,6,100,1/15/03,1/3/05,,0,8,2,1,1,S. Res. 20,Aging (Special Committee),72,83,OR,,,,,
108,419,29305,"Lincoln, Blanche Lambert",2,7,100,1/15/03,1/3/05,,0,5,2,1,1,S. Res. 20,Aging (Special Committee),42,83,AR,,,,,
108,419,49901,"Bayh, Evan",2,8,100,1/15/03,1/3/05,,0,5,2,1,1,S. Res. 20,Aging (Special Committee),22,83,IN,,,,,
108,419,15015,"Carper, Thomas Richard",2,9,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Aging (Special Committee),11,81,DE,,,,,
108,419,29732,"Stabenow, Deborah Ann",2,10,100,1/15/03,1/3/05,,0,3,2,1,2,S. Res. 20,Aging (Special Committee),23,81,MI,,,,,
108,432,14852,"Roberts, Pat",1,1,200,1/15/03,1/3/05,,11,7,2,1,1,S. Res. 18,Intelligence (Select Committee),32,82,KS,,,,,
108,432,14503,"Hatch, Orrin G.",1,2,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Intelligence (Select Committee),67,81,UT,,,,,
108,432,15020,"DeWine, Michael",1,3,200,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 18,Intelligence (Select Committee),24,81,OH,,,,,
108,432,15501,"Bond, Christopher S.",1,4,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Intelligence (Select Committee),34,83,MO,,,,,
108,432,14031,"Lott, Trent",1,5,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Intelligence (Select Committee),46,81,MS,,,,,
108,432,14661,"Snowe, Olympia J.",1,6,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Intelligence (Select Committee),2,81,ME,,,,,
108,432,49704,"Hagel, Chuck",1,7,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Intelligence (Select Committee),35,82,NE,,,,,
108,432,29512,"Chambliss, Saxby",1,8,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Intelligence (Select Committee),44,82,GA,,,,,
108,432,14712,"Warner, John W.",1,9,200,1/15/03,1/3/05,,0,1,5,1,1,S. Res. 18,Intelligence (Select Committee),40,82,VA,,,,,
108,432,14922,"Rockefeller, John D., IV",2,1,100,1/15/03,1/3/05,,21,3,2,1,1,S. Res. 20,Intelligence (Select Committee),56,82,WV,,,,,
108,432,14709,"Levin, Carl",2,2,100,1/15/03,1/3/05,,0,7,3,1,1,S. Res. 20,Intelligence (Select Committee),23,82,MI,,,,,
108,432,49300,"Feinstein, Dianne",2,3,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Intelligence (Select Committee),71,81,CA,,,,,
108,432,14871,"Wyden, Ron",2,4,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Intelligence (Select Committee),72,83,OR,,,,,
108,432,15021,"Durbin, Richard J.",2,5,100,1/15/03,1/3/05,,0,3,2,1,2,S. Res. 20,Intelligence (Select Committee),21,82,IL,,,,,
108,432,49901,"Bayh, Evan",2,6,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Intelligence (Select Committee),22,83,IN,,,,,
108,432,49902,"Edwards, John",2,7,100,1/15/03,1/3/05,,0,3,2,1,0,S. Res. 20,Intelligence (Select Committee),47,83,NC,,,,,
108,432,14440,"Mikulski, Barbara A.",2,8,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Intelligence (Select Committee),52,83,MD,,,,,
108,434,49903,"Voinovich, George Victor",1,1,200,1/15/03,1/3/05,,11,5,2,1,1,S. Res. 18,Ethics (Select Committee),24,83,OH,,,,,
108,434,14852,"Roberts, Pat",1,2,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Ethics (Select Committee),32,82,KS,,,,,
108,434,15633,"Thomas, Craig",1,3,200,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 18,Ethics (Select Committee),68,81,WY,,,,,
108,434,15054,"Reid, Harry",2,1,100,1/15/03,1/3/05,,81,7,2,1,2,S. Res. 20,Ethics (Select Committee),65,83,NV,,,,,
108,434,14400,"Akaka, Daniel K.",2,2,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Ethics (Select Committee),82,81,HI,,,,,
108,434,29305,"Lincoln, Blanche Lambert",2,3,100,1/15/03,1/3/05,,0,3,2,1,2,S. Res. 20,Ethics (Select Committee),42,83,AR,,,,,
108,435,15407,"Campbell, Ben Nighthorse",1,1,200,1/15/03,1/3/05,,11,11,2,1,0,S. Res. 18,Indian Affairs (Select Committee),62,83,CO,,,,,
108,435,15039,"McCain, John",1,2,200,1/15/03,1/3/05,,0,17,2,1,1,S. Res. 18,Indian Affairs (Select Committee),61,83,AZ,,,,,
108,435,14103,"Domenici, Pete V.",1,3,200,1/15/03,1/3/05,,0,13,2,1,1,S. Res. 18,Indian Affairs (Select Committee),66,82,NM,,,,,
108,435,15633,"Thomas, Craig",1,4,200,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 18,Indian Affairs (Select Committee),68,81,WY,,,,,
108,435,14503,"Hatch, Orrin G.",1,5,200,1/15/03,1/3/05,,0,9,2,1,2,S. Res. 18,Indian Affairs (Select Committee),67,81,UT,,,,,
108,435,15424,"Inhofe, James M.",1,6,200,1/15/03,1/3/05,,0,7,2,1,2,S. Res. 18,Indian Affairs (Select Committee),53,82,OK,,,,,
108,435,49705,"Smith, Gordon H.",1,7,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Indian Affairs (Select Committee),72,82,OR,,,,,
108,435,40300,"Murkowski, Lisa",1,8,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Indian Affairs (Select Committee),81,83,AK,,,,,
108,435,4812,"Inouye, Daniel K.",2,1,100,1/15/03,1/3/05,,81,25,2,1,1,S. Res. 20,Indian Affairs (Select Committee),82,83,HI,,,,,
108,435,15502,"Conrad, Kent",2,2,100,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 20,Indian Affairs (Select Committee),36,81,ND,,,,,
108,435,15054,"Reid, Harry",2,3,100,1/15/03,1/3/05,,0,14,2,1,2,S. Res. 20,Indian Affairs (Select Committee),65,83,NV,,,,,
108,435,14400,"Akaka, Daniel K.",2,4,100,1/15/03,1/3/05,,0,13,2,1,1,S. Res. 20,Indian Affairs (Select Committee),82,81,HI,,,,,
108,435,14812,"Dorgan, Byron",2,5,100,1/15/03,1/3/05,,0,11,2,1,1,S. Res. 20,Indian Affairs (Select Committee),36,83,ND,,,,,
108,435,15425,"Johnson, Tim",2,6,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Indian Affairs (Select Committee),37,82,SD,,,,,
108,435,39310,"Cantwell, Maria",2,7,100,1/15/03,1/3/05,,0,3,2,1,1,S. Res. 20,Indian Affairs (Select Committee),73,81,WA,,,,,
108,500,12109,"Stevens, Ted",1,1,200,3/13/03,,,0,17,2,1,1,S. Res. 84,Library (Joint),81,82,AK,,,,,
108,500,14031,"Lott, Trent",1,2,200,3/13/03,,,0,1,2,1,1,S. Res. 84,Library (Joint),46,81,MS,,,,,
108,500,14009,"Cochran, Thad",1,3,200,3/13/03,,,0,9,4,1,1,S. Res. 84,Library (Joint),46,82,MS,,,,,
108,500,14213,"Dodd, Christopher, J",2,1,100,3/13/03,,,0,5,2,1,1,S. Res. 84,Library (Joint),1,83,CT,,,,,
108,500,14858,"Schumer, Charles Ellis (Chuck)",2,2,100,3/13/03,,,0,3,2,1,1,S. Res. 84,Library (Joint),13,83,NY,,,,,
108,501,29512,"Chambliss, Saxby",1,1,200,3/13/03,,,0,1,2,1,1,S. Res. 84,Printing (Joint),44,82,GA,,,,,
108,501,14009,"Cochran, Thad",1,2,200,3/13/03,,,0,9,2,1,1,S. Res. 84,Printing (Joint),46,82,MS,,,,,
108,501,49705,"Smith, Gordon H.",1,3,200,3/13/03,,,0,1,2,1,0,S. Res. 84,Printing (Joint),72,82,OR,,,,,
108,501,4812,"Inouye, Daniel K.",2,1,100,3/13/03,,,0,9,2,1,1,S. Res. 84,Printing (Joint),82,83,HI,,,,,
108,501,40101,"Dayton, Mark",2,2,100,3/13/03,,,0,3,2,1,1,S. Res. 84,Printing (Joint),33,81,MN,,,,,
108,507,49307,"Bennet, Robert F.",1,1,200,1/15/03,1/3/05,,11,11,2,1,1,S. Res. 18,Economic (Joint Committee),67,83,UT,,,,,
108,507,29523,"Brownback, Samuel Dale",1,2,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Economic (Joint Committee),32,83,KS,,,,,
108,507,49700,"Sessions, Jeff",1,3,200,1/15/03,1/3/05,,0,7,2,1,1,S. Res. 18,Economic (Joint Committee),41,82,AL,,,,,
108,507,29740,"Sununu, John E. ",1,4,200,1/15/03,1/3/05,,0,1,2,1,1,S. Res. 18,Economic (Joint Committee),4,82,NH,,,,,
108,507,40304,"Alexander, Lamar",1,5,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Economic (Joint Committee),54,82,TN,,,,,
108,507,49703,"Collins, Susan",1,6,200,1/15/03,1/3/05,,0,1,2,1,2,S. Res. 18,Economic (Joint Committee),2,82,ME,,,,,
108,507,29142,"Reed, Jack",2,1,100,1/15/03,1/3/05,,81,3,2,1,1,S. Res. 20,Economic (Joint Committee),5,82,RI,,,,,
108,507,10808,"Kennedy, Edward M.",2,2,100,1/15/03,1/3/05,,0,29,2,1,1,S. Res. 20,Economic (Joint Committee),3,81,MA,,,,,
108,507,13039,"Sarbanes, Paul S.",2,3,100,1/15/03,1/3/05,,0,9,2,1,1,S. Res. 20,Economic (Joint Committee),52,81,MD,,,,,
108,507,14912,"Bingaman, Jeff",2,4,100,1/15/03,1/3/05,,0,17,3,1,1,S. Res. 20,Economic (Joint Committee),66,81,NM,,,,,
108,662,49502,"Frist, William H.",1,1,200,1/3/03,1/3/05,,41,1,2,1,1,,Majority leader,54,81,TN,,,,,
108,662,14921,"McConnell, Mitch",1,1,200,1/3/03,1/3/05,,51,1,2,1,1,,Majority whip,51,82,KY,,,,,
108,662,14617,"Daschle, Thomas A.",2,1,100,1/3/03,1/3/05,,61,1,5,1,0,,Minority leader,37,83,SD,,,,,
108,662,15054,"Reid, Harry",2,1,100,1/3/03,1/3/05,,64,1,5,1,2,,Minority whip,65,83,NV,,,,,
109,305,29512,"Chambliss, Saxby",1,1,200,1/6/05,1/12/07,,11,3,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",44,82,GA,,,,,
109,305,14506,"Lugar, Richard G.",1,2,200,1/6/05,1/12/07,,0,29,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",22,81,IN,,,,,
109,305,14009,"Cochran, Thad",1,3,200,1/6/05,1/12/07,,0,27,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",46,82,MS,,,,,
109,305,14921,"McConnell, Mitch",1,4,200,1/6/05,1/12/07,,0,20,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",51,82,KY,,,,,
109,305,14852,"Roberts, Pat",1,5,200,1/6/05,1/12/07,,0,9,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",32,82,KS,,,,,
109,305,29369,"Talent, James Matthes",1,6,200,1/6/05,1/3/07,,0,3,2,1,0,S. Res. 5,"Agriculture, Nutrition, and Forestry",34,81,MO,Defeated for reelection,,,,
109,305,29141,"Santorum, Rick",1,7,200,1/6/05,1/3/07,,0,1,4,1,0,S. Res. 5,"Agriculture, Nutrition, and Forestry",14,81,PA,Defeated for reelection,,,,
109,305,15633,"Thomas, Craig",1,8,200,1/6/05,1/12/07,,0,1,4,1,2,S. Res. 5,"Agriculture, Nutrition, and Forestry",68,81,WY,Transferred to Environment and Public Works,,,,
109,305,40302,"Coleman, Norm",1,9,200,1/6/05,1/12/07,,0,3,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",33,82,MN,,,,,
109,305,29345,"Crapo, Michael Dean",1,10,200,1/6/05,1/12/07,,0,5,2,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",63,83,ID,,,,,
109,305,14226,"Grassley, Charles E.",1,11,200,1/6/05,1/12/07,,0,3,5,1,1,S. Res. 5,"Agriculture, Nutrition, and Forestry",31,83,IA,,,,,
109,305,14230,"Harkin, Tom",2,1,100,1/6/05,1/12/07,,21,20,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",31,82,IA,,,,,
109,305,14307,"Leahy, Patrick J.",2,2,100,1/6/05,1/12/07,,0,31,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",6,83,VT,,,,,
109,305,15502,"Conrad, Kent",2,3,100,1/6/05,1/12/07,,0,19,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",36,81,ND,,,,,
109,305,14203,"Baucus, Max",2,4,100,1/6/05,1/12/07,,0,17,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",64,82,MT,,,,,
109,305,29305,"Lincoln, Blanche Lambert",2,5,100,1/6/05,1/12/07,,0,7,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",42,83,AR,,,,,
109,305,29732,"Stabenow, Deborah Ann",2,6,100,1/6/05,1/12/07,,0,5,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",23,81,MI,,,,,
109,305,40103,"Nelson, Earl Benjamin (Ben)",2,7,100,1/6/05,1/12/07,,0,5,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",35,81,NE,,,,,
109,305,40101,"Dayton, Mark",2,8,100,1/6/05,1/3/07,,0,5,2,1,0,S. Res. 6,"Agriculture, Nutrition, and Forestry",33,81,MN,Retired,,,,
109,305,40500,"Salazar, Kenneth Lee",2,9,100,1/6/05,1/12/07,,0,1,2,1,1,S. Res. 6,"Agriculture, Nutrition, and Forestry",62,83,CO,,,,,
109,306,14009,"Cochran, Thad",1,1,200,1/6/05,1/12/07,,11,25,2,1,1,S. Res. 5,Appropriations,46,82,MS,,,,,
109,306,12109,"Stevens, Ted",1,2,200,1/6/05,1/12/07,,0,33,2,1,1,S. Res. 5,Appropriations,81,82,AK,,,,,
109,306,14910,"Specter, Arlen",1,3,200,1/6/05,1/12/07,,0,25,2,1,1,S. Res. 5,Appropriations,14,83,PA,,,,,
109,306,14103,"Domenici, Pete V.",1,4,200,1/6/05,1/12/07,,0,23,2,1,1,S. Res. 5,Appropriations,66,82,NM,,,,,
109,306,15501,"Bond, Christopher S.",1,5,200,1/6/05,1/12/07,,0,17,2,1,1,S. Res. 5,Appropriations,34,83,MO,,,,,
109,306,14921,"McConnell, Mitch",1,6,200,1/6/05,1/12/07,,0,13,2,1,1,S. Res. 5,Appropriations,51,82,KY,,,,,
109,306,15701,"Burns, Conrad",1,7,200,1/6/05,1/3/07,,0,13,2,1,0,S. Res. 5,Appropriations,64,81,MT,Defeated for reelection,,,,
109,306,94659,"Shelby, Richard C.",1,8,200,1/6/05,1/12/07,,0,11,2,1,1,S. Res. 5,Appropriations,41,83,AL,,,,,
109,306,14826,"Gregg, Judd",1,9,200,1/6/05,1/12/07,,0,11,2,1,1,S. Res. 5,Appropriations,4,83,NH,,,,,
109,306,49307,"Bennet, Robert F.",1,10,200,1/6/05,1/12/07,,0,11,2,1,1,S. Res. 5,Appropriations,67,83,UT,,,,,
109,306,14809,"Craig, Larry E.",1,11,200,1/6/05,1/12/07,,0,9,2,1,1,S. Res. 5,Appropriations,63,82,ID,,,,,
109,306,49306,"Hutchison, Kay Bailey",1,12,200,1/6/05,1/12/07,,0,9,2,1,1,S. Res. 5,Appropriations,49,81,TX,,,,,
109,306,15020,"DeWine, Michael",1,13,200,1/6/05,1/3/07,,0,5,2,1,0,S. Res. 5,Appropriations,24,81,OH,Defeated for reelection,,,,
109,306,29523,"Brownback, Samuel Dale",1,14,200,1/6/05,1/12/07,,0,3,2,1,1,S. Res. 5,Appropriations,32,83,KS,,,,,
109,306,29108,"Allard, Wayne",1,15,200,1/6/05,1/12/07,,0,1,2,1,1,S. Res. 5,Appropriations,62,82,CO,,,,,
109,306,1366,"Byrd, Robert C.",2,1,100,1/6/05,1/12/07,,21,47,2,1,1,S. Res. 6,Appropriations,56,81,WV,,,,,
109,306,4812,"Inouye, Daniel K.",2,2,100,1/6/05,1/12/07,,0,35,2,1,1,S. Res. 6,Appropriations,82,83,HI,,,,,
109,306,14307,"Leahy, Patrick J.",2,3,100,1/6/05,1/12/07,,0,28,2,1,1,S. Res. 6,Appropriations,6,83,VT,,,,,
109,306,14230,"Harkin, Tom",2,4,100,1/6/05,1/12/07,,0,20,2,1,1,S. Res. 6,Appropriations,31,82,IA,,,,,
109,306,14440,"Mikulski, Barbara A.",2,5,100,1/6/05,1/12/07,,0,19,2,1,1,S. Res. 6,Appropriations,52,83,MD,,,,,
109,306,15054,"Reid, Harry",2,6,100,1/6/05,1/12/07,,0,19,2,1,2,S. Res. 6,Appropriations,65,83,NV,,,,,
109,306,15703,"Kohl, Herbert H.",2,7,100,1/6/05,1/12/07,,0,13,2,1,1,S. Res. 6,Appropriations,25,81,WI,,,,,
109,306,49308,"Murray, Patty",2,8,100,1/6/05,1/12/07,,0,13,2,1,1,S. Res. 6,Appropriations,73,83,WA,,,,,
109,306,14812,"Dorgan, Byron",2,9,100,1/6/05,1/12/07,,0,9,2,1,1,S. Res. 6,Appropriations,36,83,ND,,,,,
