party,id,committee,session,last,first,other,new_id
1,29132,106,109,Andrews,Robert,E.,264
1,20108,106,109,Davis,Susan,NA,691
1,20136,106,109,Langevin,James,NA,692
1,20129,106,109,Israel,Steve,NA,704
1,20145,106,109,Larsen,Rick,NA,684
1,15019,106,109,Cooper,Jim,NA,222
1,20317,106,109,Marshall,Jim,NA,736
1,20358,106,109,Meek,Kendrick,B.,752
1,70701,106,109,Bordallo,Madeleine,Z.,753
1,20343,106,109,Ryan,Timothy,J.,755
1,29906,106,109,Udall,Mark,NA,669
1,20340,106,109,Butterfield,George,Kenneth,742
1,29344,106,109,McKinney,Cynthia,A.,24
1,20523,106,109,Boren,Dan,NA,800
2,29508,106,109,Bilbray,Brian,P.,509
2,14875,113,109,Oxley,Michael,G.,310
2,14432,113,109,Leach,James,A.S.,196
2,15401,113,109,Baker,Richard,H.,203
2,29390,113,109,Pryce,Deborah,NA,206
2,29301,113,109,Bachus,Spencer,NA,211
2,29327,113,109,Castle,Michael,N.,213
2,29375,113,109,King,Peter,T.,214
2,29321,113,109,Royce,Ed,NA,344
2,29393,113,109,Lucas,Frank,D.,48
2,29552,113,109,Ney,Robert,W.,481
2,29544,113,109,Kelly,Sue,W.,490
2,14290,113,109,Paul,Ron,NA,583
2,15604,113,109,Gillmor,Paul,E.,318
2,29723,113,109,Ryun,Jim,NA,546
2,29553,113,109,LaTourette,Steven,C.,527
2,29349,113,109,Manzullo,Donald,NA,342
2,29546,113,109,Jones,Walter,B.,471
2,29912,113,109,Biggert,Judy.,NA,646
2,15449,113,109,Shays,Christopher,NA,234
2,29773,113,109,Fossella,Vito,NA,591
2,29905,113,109,Miller,Gary,G.,655
2,20130,113,109,Tiberi,Patrick,NA,702
2,20121,113,109,Kennedy,Mark,NA,681
2,20315,113,109,Feeney,Tom,NA,757
2,20352,113,109,Hensarling,Jeb,NA,758
2,20336,113,109,Garrett,Scott,NA,759
2,20313,113,109,Brown-Waite,Ginny,NA,761
2,20347,113,109,Barrett,Gresham,NA,762
2,20314,113,109,Harris,Katherine,NA,763
2,20303,113,109,Renzi,Rick,NA,764
2,20345,113,109,Gerlach,Jim,NA,767
2,20337,113,109,Pearce,Stevan,NA,782
2,20353,113,109,Neugebauer,Randy,NA,740
2,20505,113,109,Price,Tom,NA,801
2,20524,113,109,Fitzpatrick,Michael,G.,802
2,20511,113,109,Davis,Geoff,NA,799
2,20522,113,109,McHenry,Patrick,T.,803
1,14824,113,109,Frank,Barney,NA,173
1,15104,113,109,Kanjorski,Paul,E.,174
1,29106,113,109,Waters,Maxine,NA,178
1,29147,113,109,Sanders,Bernard,NA,215
1,29379,113,109,Maloney,Carolyn,B.,183
1,29348,113,109,Gutierrez,Luis,V.,185
1,29378,113,109,Velazquez,Nydia,M.,189
1,29383,113,109,Watt,Melvin,NA,192
1,15000,113,109,Ackerman,Gary,L.,327
1,29750,113,109,Hooley,Darlene,NA,589
1,29720,113,109,Carson,Julia,M.,590
1,29707,113,109,Sherman,Brad,NA,592
1,29776,113,109,Meeks,Gregory,W.,593
1,29778,113,109,Lee,Barbara,NA,596
1,29915,113,109,Moore,Dennis,NA,651
1,29919,113,109,Capuano,Michael,E.,654
1,29756,113,109,Ford,Harold,E.,606
1,29763,113,109,Hinojosa,Ruben,NA,602
1,29925,113,109,Crowley,Joseph,NA,663
1,20147,113,109,Clay,William,Lacy,703
1,20129,113,109,Israel,Steve,NA,704
1,29744,113,109,McCarthy,Carolyn,NA,603
1,29942,113,109,Baca,Joe,NA,638
1,20140,113,109,Matheson,Jim,NA,708
1,20119,113,109,Lynch,Stephen,F.,719
1,20341,113,109,Miller,Brad,NA,766
1,20321,113,109,Scott,David,NA,735
1,20302,113,109,Davis,Artur,NA,768
1,20529,113,109,Green,Al,NA,804
1,20517,113,109,Cleaver,Emanuel,NA,805
1,20509,113,109,Bean,Melissa,L.,806
1,20504,113,109,Wasserman Schultz,Debbie,NA,807
1,20537,113,109,Moore,Gwen,NA,808
2,20539,113,109,Campbell,John,NA,809
2,29118,115,109,Nussle,Jim,NA,37
2,29386,115,109,Portman,Rob,NA,355
2,29723,115,109,Ryun,Jim,NA,546
2,20111,115,109,Crenshaw,Ander,NA,686
2,20113,115,109,Putnam,Adam,NA,680
2,29534,115,109,Wicker,Roger,F.,461
2,29737,115,109,Hulshof,Kenny,NA,628
2,20300,115,109,Bonner,Jo,NA,726
2,20336,115,109,Garrett,Scott,NA,759
2,20347,115,109,Barrett,Gresham,NA,762
2,20332,115,109,McCotter,Thaddeus,G.,770
2,20316,115,109,Diaz-Balart,Mario,NA,771
2,20352,115,109,Hensarling,Jeb,NA,758
2,15634,115,109,Ros-Lehtinen,Ileana,NA,340
2,14647,115,109,Lungren,Daniel,E.,810
2,29759,115,109,Sessions,Pete,NA,587
2,29939,115,109,Ryan,Paul,NA,644
2,29910,115,109,Simpson,Michael,K.,630
2,20335,115,109,Bradley,Jeb,NA,745
2,20522,115,109,McHenry,Patrick,T.,803
2,20503,115,109,Mack,Connie,NA,811
2,20531,115,109,Conaway,K.,Michael,789
1,15064,115,109,Spratt,John,M.,123
1,29915,115,109,Moore,Dennis,NA,651
1,15616,115,109,Neal,Richard,E.,431
1,29109,115,109,DeLauro,Rosa,NA,85
1,29144,115,109,Edwards,Chet,NA,136
1,29756,115,109,Ford,Harold,E.,606
1,29774,115,109,Capps,Lois,NA,617
1,29938,115,109,Baird,Brian,NA,671
1,15019,115,109,Cooper,Jim,NA,222
1,20302,115,109,Davis,Artur,NA,768
1,29120,115,109,Jefferson,William,J.,251
1,29728,115,109,Allen,Thomas,H.,570
1,20322,115,109,Case,Ed,NA,732
1,29344,115,109,McKinney,Cynthia,A.,24
1,20533,115,109,Cuellar,Henry,NA,791
1,29769,115,109,Kind,Ron,NA,605
1,20525,115,109,Schwartz,Allyson,Y.,812
2,20539,115,109,Campbell,John,NA,809
2,20324,115,109,Chocola,Chris,NA,729
2,29137,124,109,Boehner,John,A.,38
2,14675,124,109,Petri,Thomas,E.,277
2,29315,124,109,McKeon,Howard,P.,283
2,29327,124,109,Castle,Michael,N.,213
2,29143,124,109,Johnson,Sam,NA,205
2,29519,124,109,Souder,Mark,E.,503
2,29513,124,109,Norwood,Charles,W.,505
2,29362,124,109,Ehlers,Vernon,J.,412
2,29912,124,109,Biggert,Judy.,NA,646
2,20135,124,109,Platts,Todd,Russell,709
2,20130,124,109,Tiberi,Patrick,NA,702
2,20112,124,109,Keller,Ric,NA,710
2,20126,124,109,Osborne,Tom,NA,676
2,20138,124,109,Wilson,Addison,G.,693
2,20334,124,109,Porter,Jon,C.,773
2,20333,124,109,Kline,John,NA,748
2,20311,124,109,Musgrave,Marilyn,N.,730
2,39300,124,109,Inglis,Bob,NA,240
2,20535,124,109,McMorris,Cathy,NA,798
2,20532,124,109,Marchant,Kenny,NA,813
2,20505,124,109,Price,Tom,NA,801
2,70801,124,109,Fortuño,Luis,G.,814
2,20512,124,109,Jindal,Bobby,NA,815
2,20514,124,109,Boustany,Charles,W.,785
2,20521,124,109,Foxx,Virginia,NA,788
2,20534,124,109,Drake,Thelma,D.,797
2,20520,124,109,Kuhl,John,R.,787
1,14256,124,109,Miller,George,NA,257
1,14430,124,109,Kildee,Dale,E.,217
1,15050,124,109,Owens,Major,R.,260
1,15619,124,109,Payne,Donald,M.,262
1,29132,124,109,Andrews,Robert,E.,264
1,39307,124,109,Scott,Robert,C.,269
1,29309,124,109,Woolsey,Lynn,NA,244
1,29763,124,109,Hinojosa,Ruben,NA,602
1,29744,124,109,McCarthy,Carolyn,NA,603
1,29730,124,109,Tierney,John,NA,604
1,29769,124,109,Kind,Ron,NA,605
1,29748,124,109,Kucinich,Dennis,NA,607
1,29931,124,109,Wu,David,NA,661
1,29923,124,109,Holt,Rush,D.,656
1,20108,124,109,Davis,Susan,NA,691
1,20122,124,109,McCollum,Betty,NA,711
1,29717,124,109,Davis,Danny,K.,618
1,20305,124,109,Grijalva,Raul,M,776
1,20330,124,109,Van Hollen,Chris,NA,777
1,20343,124,109,Ryan,Timothy,J.,755
1,20338,124,109,Bishop,Timothy,NA,778
1,20507,124,109,Barrow,John,NA,795
2,15085,128,109,Barton,Joe,L.,313
2,94828,128,109,Hall,Ralph,M.,779
2,15006,128,109,Bilirakis,Michael,NA,311
2,15446,128,109,Upton,Frederick,S.,315
2,15627,128,109,Stearns,Clifford,B.,316
2,15604,128,109,Gillmor,Paul,E.,318
2,99342,128,109,Deal,Nathan,NA,516
2,29525,128,109,Whitfield,Edward,NA,510
2,29513,128,109,Norwood,Charles,W.,505
2,29584,128,109,Cubin,Barbara,NA,532
2,29718,128,109,Shimkus,John,M.,610
2,29779,128,109,Wilson,Heather,NA,612
2,29501,128,109,Shadegg,John,NA,496
2,29734,128,109,Pickering,Charles,W.,550
2,29773,128,109,Fossella,Vito,NA,591
2,29735,128,109,Blunt,Roy,NA,549
2,29350,128,109,Buyer,Stephen,E.,162
2,29505,128,109,Radanovich,George,P.,497
2,29538,128,109,Bass,Charles,F.,498
2,29752,128,109,Pitts,Joseph,R.,598
2,29775,128,109,Bono,Mary,NA,577
2,29932,128,109,Walden,Greg,NA,629
2,29921,128,109,Terry,Lee,NA,647
2,20127,128,109,Ferguson,Mike,NA,700
2,20120,128,109,Rogers,Mike,NA,701
2,20114,128,109,Otter,C.L.,(Butch),718
2,29549,128,109,Myrick,Sue,NA,494
2,20131,128,109,Sullivan,John,NA,720
2,20346,128,109,Murphy,Tim,NA,760
2,20355,128,109,Burgess,Michael,NA,781
2,20351,128,109,Blackburn,Marsha,NA,775
1,2605,128,109,Dingell,John,D.,284
1,14280,128,109,Waxman,Henry,A.,285
1,14435,128,109,Markey,Edward,J.,287
1,15010,128,109,Boucher,Frederick,C.,296
1,15072,128,109,Towns,Edolphus,NA,299
1,15454,128,109,Pallone,Frank,NA,302
1,29389,128,109,Brown,Sherrod,NA,305
1,15100,128,109,Gordon,Bart,NA,228
1,29346,128,109,Rush,Bobby,L.,186
1,29312,128,109,Eshoo,Anna,G.,376
1,29360,128,109,Stupak,Bart,NA,140
1,15603,128,109,Engel,Eliot,L.,267
1,29355,128,109,Wynn,Albert,R.,190
1,39304,128,109,Green,Gene,NA,270
1,29387,128,109,Strickland,Ted,NA,273
1,29710,128,109,DeGette,Diana,NA,611
1,29774,128,109,Capps,Lois,NA,617
1,29561,128,109,Doyle,Michael,F.,540
1,29728,128,109,Allen,Thomas,H.,570
1,29714,128,109,Davis,Jim,NA,599
1,29911,128,109,Schakowsky,Janice,D,650
1,20105,128,109,Solis,Hilda,NA,712
1,29943,128,109,Gonzalez,Charles,A.,652
1,29937,128,109,Inslee,Jay,NA,20
1,29940,128,109,Baldwin,Tammy,NA,658
1,20102,128,109,Ross,Mike,NA,682
2,29735,128,109,Blunt,Roy,NA,549
2,14239,134,109,Hyde,Henry,J.,335
2,14432,134,109,Leach,James,A.S.,196
2,14863,134,109,Smith,Christopher,H.,336
2,15014,134,109,Burton,Dan,NA,337
2,15413,134,109,Gallegly,Elton,NA,339
2,15634,134,109,Ros-Lehtinen,Ileana,NA,340
2,15621,134,109,Rohrabacher,Dana,NA,253
2,29321,134,109,Royce,Ed,NA,344
2,29375,134,109,King,Peter,T.,214
2,29550,134,109,Chabot,Steven,J.,518
2,39316,134,109,McHugh,John,M.,165
2,29907,134,109,Tancredo,Thomas,G,659
2,14290,134,109,Paul,Ron,NA,583
2,20107,134,109,Issa,Darrell,NA,713
2,20100,134,109,Flake,Jeff,NA,714
2,20141,134,109,Davis,Jo,Ann,688
2,29941,134,109,Green,Mark,NA,648
2,29516,134,109,Weller,Gerald,C.,477
2,20117,134,109,Pence,Mike,NA,677
2,20332,134,109,McCotter,Thaddeus,G.,770
2,20314,134,109,Harris,Katherine,NA,763
2,20138,134,109,Wilson,Addison,G.,693
2,20101,134,109,Boozman,John,NA,723
2,20347,134,109,Barrett,Gresham,NA,762
2,20503,134,109,Mack,Connie,NA,811
2,20518,134,109,Fortenberry,Jeff,NA,790
2,20530,134,109,McCaul,Michael,T.,816
2,20528,134,109,Poe,Ted,NA,817
1,14837,134,109,Lantos,Tom,NA,325
1,15005,134,109,Berman,Howard,L.,219
1,15000,134,109,Ackerman,Gary,L.,327
1,70302,134,109,Faleomavaega,Eni,F.,275
1,15619,134,109,Payne,Donald,M.,262
1,29373,134,109,Menendez,Robert,NA,330
1,29389,134,109,Brown,Sherrod,NA,305
1,29707,134,109,Sherman,Brad,NA,592
1,29715,134,109,Wexler,Robert,NA,615
1,15603,134,109,Engel,Eliot,L.,267
1,29731,134,109,Delahunt,William,D.,622
1,29776,134,109,Meeks,Gregory,W.,593
1,29778,134,109,Lee,Barbara,NA,596
1,29925,134,109,Crowley,Joseph,NA,663
1,29588,134,109,Blumenauer,Earl,NA,507
1,29922,134,109,Berkley,Shelley,NA,672
1,29903,134,109,Napolitano,Grace,F.,667
1,20104,134,109,Schiff,Adam,NA,716
1,20106,134,109,Watson,Diane,E.,717
1,29768,134,109,Smith,Adam,NA,574
1,20122,134,109,McCollum,Betty,NA,711
1,20326,134,109,Chandler,A.B.,NA,739
1,20306,134,109,Cardoza,Dennis,NA,734
1,20516,134,109,Carnahan,Russ,NA,818
2,29576,138,109,Davis,Thomas,M.,522
2,15014,138,109,Burton,Dan,NA,337
2,15449,138,109,Shays,Christopher,NA,234
2,15634,138,109,Ros-Lehtinen,Ileana,NA,340
2,39316,138,109,McHugh,John,M.,165
1,29147,138,109,Sanders,Bernard,NA,215
2,29331,138,109,Mica,John,L.,354
2,29532,138,109,Gutknecht,Gil,NA,524
2,29519,138,109,Souder,Mark,E.,503
2,29553,138,109,LaTourette,Steven,C.,527
2,20135,138,109,Platts,Todd,Russell,709
2,29766,138,109,Cannon,Christopher,B.,621
2,15455,138,109,Duncan,John,J.,383
2,20331,138,109,Miller,Candice,S.,749
2,20342,138,109,Turner,Mike,NA,747
2,20314,138,109,Harris,Katherine,NA,763
2,20107,138,109,Issa,Darrell,NA,713
2,20313,138,109,Brown-Waite,Ginny,NA,761
2,20334,138,109,Porter,Jon,C.,773
2,20532,138,109,Marchant,Kenny,NA,813
2,20506,138,109,Westmoreland,Lynn,A.,819
2,20522,138,109,McHenry,Patrick,T.,803
2,20526,138,109,Dent,Charles,W.,820
2,20521,138,109,Foxx,Virginia,NA,788
1,14280,138,109,Waxman,Henry,A.,285
1,14837,138,109,Lantos,Tom,NA,325
1,15050,138,109,Owens,Major,R.,260
1,15072,138,109,Towns,Edolphus,NA,299
1,15104,138,109,Kanjorski,Paul,E.,174
1,29379,138,109,Maloney,Carolyn,B.,183
1,29587,138,109,Cummings,Elijah,E.,529
1,29748,138,109,Kucinich,Dennis,NA,607
1,29717,138,109,Davis,Danny,K.,618
1,29730,138,109,Tierney,John,NA,604
1,20147,138,109,Clay,William,Lacy,703
1,20106,138,109,Watson,Diane,E.,717
1,20119,138,109,Lynch,Stephen,F.,719
1,20330,138,109,Van Hollen,Chris,NA,777
1,20310,138,109,Sanchez,Linda,NA,780
1,20329,138,109,Ruppersberger,C.A.,Dutch,756
1,20519,138,109,Higgins,Brian,NA,821
1,70303,138,109,Norton,Eleanor,Holmes,248
2,29508,138,109,Bilbray,Brian,P.,509
2,20540,138,109,Schmidt,Jean,NA,796
2,29552,142,109,Ney,Robert,W.,481
2,29362,142,109,Ehlers,Vernon,J.,412
2,29331,142,109,Mica,John,L.,354
2,29104,142,109,Doolittle,John,T.,40
2,29928,142,109,Reynolds,Thomas,M,674
2,20331,142,109,Miller,Candice,S.,749
1,29586,142,109,Millender-McDonald,Juanita,NA,538
1,29777,142,109,Brady,Robert,A.,579
1,29504,142,109,Lofgren,Zoe,NA,530
2,14657,156,109,Sensenbrenner,F.,James,369
2,14239,156,109,Hyde,Henry,J.,335
2,15092,156,109,Coble,Howard,NA,371
2,15445,156,109,Smith,Lamar,S.,236
2,15413,156,109,Gallegly,Elton,NA,339
2,39308,156,109,Goodlatte,Robert,W.,42
2,29550,156,109,Chabot,Steven,J.,518
2,14647,156,109,Lungren,Daniel,E.,810
2,29755,156,109,Jenkins,William,L.,553
2,29766,156,109,Cannon,Christopher,B.,621
2,29301,156,109,Bachus,Spencer,NA,211
2,39300,156,109,Inglis,Bob,NA,240
2,29520,156,109,Hostettler,John,N.,450
2,29941,156,109,Green,Mark,NA,648
2,20112,156,109,Keller,Ric,NA,710
2,20107,156,109,Issa,Darrell,NA,713
2,20100,156,109,Flake,Jeff,NA,714
2,20117,156,109,Pence,Mike,NA,677
2,20143,156,109,Forbes,J.,Randy,694
2,20325,156,109,King,Steve,NA,728
2,20315,156,109,Feeney,Tom,NA,757
2,20304,156,109,Franks,Trent,NA,751
2,20527,156,109,Gohmert,Louie,NA,822
1,10713,156,109,Conyers,John,NA,345
1,15005,156,109,Berman,Howard,L.,219
1,15010,156,109,Boucher,Frederick,C.,296
1,29377,156,109,Nadler,Jerrold,NA,367
1,39307,156,109,Scott,Robert,C.,269
1,29383,156,109,Watt,Melvin,NA,192
1,29504,156,109,Lofgren,Zoe,NA,530
1,29573,156,109,Jackson Lee,Sheila,NA,531
1,29106,156,109,Waters,Maxine,NA,178
1,29358,156,109,Meehan,Martin,T.,141
1,29731,156,109,Delahunt,William,D.,622
1,29715,156,109,Wexler,Robert,NA,615
1,29926,156,109,Weiner,Anthony,D.,665
1,20104,156,109,Schiff,Adam,NA,716
1,20310,156,109,Sanchez,Linda,NA,780
1,29768,156,109,Smith,Adam,NA,574
1,20330,156,109,Van Hollen,Chris,NA,777
1,20504,156,109,Wasserman Schultz,Debbie,NA,807
2,29311,164,109,Pombo,Richard,W.,44
2,14066,164,109,Young,Donald,E.,377
2,15112,164,109,Saxton,H.,James,159
2,15413,164,109,Gallegly,Elton,NA,339
2,15455,164,109,Duncan,John,J.,383
2,29122,164,109,Gilchrest,Wayne,T.,378
2,29323,164,109,Calvert,Ken,NA,384
2,29584,164,109,Cubin,Barbara,NA,532
2,29505,164,109,Radanovich,George,P.,497
2,29546,164,109,Jones,Walter,B.,471
2,29766,164,109,Cannon,Christopher,B.,621
2,29751,164,109,Peterson,John,E.,600
2,29739,164,109,Gibbons,Jim,NA,567
2,29519,164,109,Souder,Mark,E.,503
2,29932,164,109,Walden,Greg,NA,629
2,29907,164,109,Tancredo,Thomas,G,659
2,29502,164,109,Hayworth,J.,D.,478
2,20100,164,109,Flake,Jeff,NA,714
2,20303,164,109,Renzi,Rick,NA,764
2,20337,164,109,Pearce,Stevan,NA,782
2,20307,164,109,Nunes,Devin,NA,731
2,20137,164,109,Brown,Henry,E.,706
2,20534,164,109,Drake,Thelma,D.,797
2,70801,164,109,Fortuño,Luis,G.,814
2,20535,164,109,McMorris,Cathy,NA,798
2,20512,164,109,Jindal,Bobby,NA,815
2,20527,164,109,Gohmert,Louie,NA,822
1,14448,164,109,Rahall,Nick,Joe,379
1,14430,164,109,Kildee,Dale,E.,217
1,70302,164,109,Faleomavaega,Eni,F.,275
1,15245,164,109,Abercrombie,Neil,NA,134
1,15049,164,109,Ortiz,Solomon,P.,125
1,15454,164,109,Pallone,Frank,NA,302
1,70501,164,109,Christensen,Donna,Marie,666
1,29769,164,109,Kind,Ron,NA,605
1,29903,164,109,Napolitano,Grace,F.,667
1,29924,164,109,Udall,Tom,NA,668
1,20305,164,109,Grijalva,Raul,M,776
1,70701,164,109,Bordallo,Madeleine,Z.,753
1,20501,164,109,Costa,Jim,NA,793
1,20513,164,109,Melancon,Charlie,NA,792
1,20523,164,109,Boren,Dan,NA,800
1,14256,164,109,Miller,George,NA,257
1,14435,164,109,Markey,Edward,J.,287
1,15410,164,109,DeFazio,Peter,A.,380
1,29937,164,109,Inslee,Jay,NA,20
1,29906,164,109,Udall,Mark,NA,669
1,20306,164,109,Cardoza,Dennis,NA,734
1,20349,164,109,Herseth,Stephanie,NA,741
2,20311,164,109,Musgrave,Marilyn,N.,730
2,14066,173,109,Young,Donald,E.,377
2,14675,173,109,Petri,Thomas,E.,277
2,15007,173,109,Boehlert,Sherwood,L.,388
2,15092,173,109,Coble,Howard,NA,371
2,15455,173,109,Duncan,John,J.,383
2,29122,173,109,Gilchrest,Wayne,T.,378
2,29331,173,109,Mica,John,L.,354
2,29361,173,109,Hoekstra,Peter,NA,282
2,29362,173,109,Ehlers,Vernon,J.,412
2,29301,173,109,Bachus,Spencer,NA,211
2,29553,173,109,LaTourette,Steven,C.,527
2,29544,173,109,Kelly,Sue,W.,490
2,15401,173,109,Baker,Richard,H.,203
2,29552,173,109,Ney,Robert,W.,481
2,29539,173,109,Lobiondo,Frank,A.,489
2,29722,173,109,Moran,Jerry,NA,548
2,29905,173,109,Miller,Gary,G.,655
2,29929,173,109,Hayes,Robin,NA,632
2,20109,173,109,Simmons,Rob,NA,685
2,20137,173,109,Brown,Henry,E.,706
2,20116,173,109,Johnson,Timothy,V.,675
2,20135,173,109,Platts,Todd,Russell,709
2,20124,173,109,Graves,Samuel,NA,679
2,20121,173,109,Kennedy,Mark,NA,681
2,20134,173,109,Shuster,Bill,NA,722
2,20101,173,109,Boozman,John,NA,723
2,20337,173,109,Pearce,Stevan,NA,782
2,20345,173,109,Gerlach,Jim,NA,767
2,20316,173,109,Diaz-Balart,Mario,NA,771
2,20334,173,109,Porter,Jon,C.,773
2,20126,173,109,Osborne,Tom,NA,676
2,20532,173,109,Marchant,Kenny,NA,813
2,20510,173,109,Sodrel,Michael,E.,823
2,20526,173,109,Dent,Charles,W.,820
2,20528,173,109,Poe,Ted,NA,817
2,20536,173,109,Reichert,David,G.,824
2,20503,173,109,Mack,Connie,NA,811
2,20520,173,109,Kuhl,John,R.,787
2,70801,173,109,Fortuño,Luis,G.,814
2,20506,173,109,Westmoreland,Lynn,A.,819
2,20514,173,109,Boustany,Charles,W.,785
1,14265,173,109,Oberstar,James,L.,328
1,14448,173,109,Rahall,Nick,Joe,379
1,15410,173,109,DeFazio,Peter,A.,380
1,15453,173,109,Costello,Jerry,F.,229
1,70303,173,109,Norton,Eleanor,Holmes,248
1,29377,173,109,Nadler,Jerrold,NA,367
1,29373,173,109,Menendez,Robert,NA,330
1,29328,173,109,Brown,Corrine,NA,348
1,29325,173,109,Filner,Bob,NA,401
1,39305,173,109,Johnson,Eddie,Bernice,403
1,15637,173,109,Taylor,Gene,NA,133
1,29586,173,109,Millender-McDonald,Juanita,NA,538
1,29587,173,109,Cummings,Elijah,E.,529
1,29588,173,109,Blumenauer,Earl,NA,507
1,29705,173,109,Tauscher,Ellen,NA,582
1,29741,173,109,Pascrell,William,J.,625
1,29721,173,109,Boswell,Leonard,L.,562
1,29396,173,109,Holden,Tim,NA,23
1,29938,173,109,Baird,Brian,NA,671
1,29922,173,109,Berkley,Shelley,NA,672
1,20140,173,109,Matheson,Jim,NA,708
1,20103,173,109,Honda,Mike,NA,707
1,20145,173,109,Larsen,Rick,NA,684
1,29919,173,109,Capuano,Michael,E.,654
1,29926,173,109,Weiner,Anthony,D.,665
1,29720,173,109,Carson,Julia,M.,590
1,20338,173,109,Bishop,Timothy,NA,778
1,20328,173,109,Michaud,Michael,H.,784
1,20350,173,109,Davis,Lincoln,NA,737
1,20326,173,109,Chandler,A.B.,NA,739
1,20519,173,109,Higgins,Brian,NA,821
1,20516,173,109,Carnahan,Russ,NA,818
1,20525,173,109,Schwartz,Allyson,Y.,812
1,20502,173,109,Salazar,John,T.,794
2,20540,173,109,Schmidt,Jean,NA,796
2,14813,176,109,Dreier,David,NA,418
2,29336,176,109,Diaz-Balart,Lincoln,NA,343
2,29580,176,109,Hastings,Richard,(Doc),474
2,29759,176,109,Sessions,Pete,NA,587
2,20113,176,109,Putnam,Adam,NA,680
2,20146,176,109,Capito,Shelley,Moore,699
2,20344,176,109,Cole,Tom,NA,744
2,20357,176,109,Bishop,Rob,NA,746
2,20319,176,109,Gingrey,Phil,NA,750
1,15444,176,109,Slaughter,Louise,M.,223
1,29729,176,109,McGovern,Jim,NA,626
1,29337,176,109,Hastings,Alcee,L.,332
1,20538,176,109,Matsui,Doris,O.,825
2,15007,182,109,Boehlert,Sherwood,L.,388
2,94828,182,109,Hall,Ralph,M.,779
2,15445,182,109,Smith,Lamar,S.,236
2,15447,182,109,Weldon,Curt,NA,153
2,15621,182,109,Rohrabacher,Dana,NA,253
2,29323,182,109,Calvert,Ken,NA,384
2,29356,182,109,Bartlett,Roscoe,G.,167
2,29362,182,109,Ehlers,Vernon,J.,412
2,29532,182,109,Gutknecht,Gil,NA,524
2,29393,182,109,Lucas,Frank,D.,48
2,29912,182,109,Biggert,Judy.,NA,646
2,29122,182,109,Gilchrest,Wayne,T.,378
2,20123,182,109,Akin,W.,Todd,690
2,20116,182,109,Johnson,Timothy,V.,675
2,20143,182,109,Forbes,J.,Randy,694
2,20300,182,109,Bonner,Jo,NA,726
2,20315,182,109,Feeney,Tom,NA,757
2,39300,182,109,Inglis,Bob,NA,240
2,20536,182,109,Reichert,David,G.,824
2,20510,182,109,Sodrel,Michael,E.,823
2,20515,182,109,Schwarz,John,J.,786
2,20530,182,109,McCaul,Michael,T.,816
1,15100,182,109,Gordon,Bart,NA,228
1,15453,182,109,Costello,Jerry,F.,229
1,39305,182,109,Johnson,Eddie,Bernice,403
1,29309,182,109,Woolsey,Lynn,NA,244
1,29750,182,109,Hooley,Darlene,NA,589
1,29906,182,109,Udall,Mark,NA,669
1,29931,182,109,Wu,David,NA,661
1,20103,182,109,Honda,Mike,NA,707
1,20341,182,109,Miller,Brad,NA,766
1,20350,182,109,Davis,Lincoln,NA,737
1,20516,182,109,Carnahan,Russ,NA,818
1,20508,182,109,Lipinski,Daniel,NA,826
1,29573,182,109,Jackson Lee,Sheila,NA,531
1,29504,182,109,Lofgren,Zoe,NA,530
1,29707,182,109,Sherman,Brad,NA,592
1,29938,182,109,Baird,Brian,NA,671
1,20140,182,109,Matheson,Jim,NA,708
1,20501,182,109,Costa,Jim,NA,793
1,20529,182,109,Green,Al,NA,804
1,20513,182,109,Melancon,Charlie,NA,792
2,20353,182,109,Neugebauer,Randy,NA,740
2,20316,182,109,Diaz-Balart,Mario,NA,771
1,29915,182,109,Moore,Dennis,NA,651
2,29349,184,109,Manzullo,Donald,NA,342
2,29356,184,109,Bartlett,Roscoe,G.,167
2,29544,184,109,Kelly,Sue,W.,490
2,29550,184,109,Chabot,Steven,J.,518
2,20124,184,109,Graves,Samuel,NA,679
2,20123,184,109,Akin,W.,Todd,690
2,20134,184,109,Shuster,Bill,NA,722
2,20335,184,109,Bradley,Jeb,NA,745
2,20311,184,109,Musgrave,Marilyn,N.,730
2,20325,184,109,King,Steve,NA,728
2,20332,184,109,McCotter,Thaddeus,G.,770
2,20112,184,109,Keller,Ric,NA,710
2,20528,184,109,Poe,Ted,NA,817
2,20510,184,109,Sodrel,Michael,E.,823
2,20518,184,109,Fortenberry,Jeff,NA,790
2,20524,184,109,Fitzpatrick,Michael,G.,802
2,20506,184,109,Westmoreland,Lynn,A.,819
2,20527,184,109,Gohmert,Louie,NA,822
1,29378,184,109,Velazquez,Nydia,M.,189
1,29586,184,109,Millender-McDonald,Juanita,NA,538
1,29924,184,109,Udall,Tom,NA,668
1,20508,184,109,Lipinski,Daniel,NA,826
1,70302,184,109,Faleomavaega,Eni,F.,275
1,70501,184,109,Christensen,Donna,Marie,666
1,29717,184,109,Davis,Danny,K.,618
1,20322,184,109,Case,Ed,NA,732
1,70701,184,109,Bordallo,Madeleine,Z.,753
1,20305,184,109,Grijalva,Raul,M,776
1,20328,184,109,Michaud,Michael,H.,784
1,20310,184,109,Sanchez,Linda,NA,780
1,20507,184,109,Barrow,John,NA,795
1,20509,184,109,Bean,Melissa,L.,806
1,20537,184,109,Moore,Gwen,NA,808
2,29580,186,109,Hastings,Richard,(Doc),474
