party,id,committee,session,last,first,other,new_id
2,49706,384,109,Enzi,Michael,B.,139
2,40305,384,109,Cornyn,John,NA,176
1,14920,384,109,Kerry,John,F.,66
1,14709,384,109,Levin,Carl,NA,45
1,14230,384,109,Harkin,Tom,NA,5
1,15704,384,109,Lieberman,Joseph,I.,52
1,49702,384,109,Landrieu,Mary,L.,135
1,39310,384,109,Cantwell,Maria,NA,169
1,49901,384,109,Bayh,Evan,NA,155
1,40301,384,109,Pryor,Mark,NA,177
2,14809,388,109,Craig,Larry,E.,16
2,14910,388,109,Specter,Arlen,NA,35
2,49306,388,109,Hutchison,Kay,Bailey,62
2,29566,388,109,Graham,Lindsey,O.,175
2,29548,388,109,Burr,Richard,NA,187
2,29537,388,109,Ensign,John,Eric,166
2,29754,388,109,Thune,John,NA,182
2,29909,388,109,Isakson,Johnny,NA,188
1,14400,388,109,Akaka,Daniel,K.,86
1,14922,388,109,Rockefeller,John,D.,77
1,14240,388,109,Jeffords,James,M.,170
1,49308,388,109,Murray,Patty,NA,30
1,40502,388,109,Obama,Barack,NA,189
1,40500,388,109,Salazar,Kenneth,Lee,181
2,49705,419,109,Smith,Gordon,H.,142
2,94659,419,109,Shelby,Richard,C.,105
2,49703,419,109,Collins,Susan,NA,147
2,29369,419,109,Talent,James,Matthes,173
2,40303,419,109,Dole,Elizabeth,Hanford,174
2,40501,419,109,Martinez,Melquiades,R.,183
2,14809,419,109,Craig,Larry,E.,16
2,29141,419,109,Santorum,Rick,NA,103
2,15701,419,109,Burns,Conrad,NA,42
2,40304,419,109,Alexander,Lamar,NA,179
2,29936,419,109,DeMint,James,W.,185
1,15703,419,109,Kohl,Herbert,H.,29
1,14240,419,109,Jeffords,James,M.,170
1,49309,419,109,Feingold,Russel,D.,10
1,14871,419,109,Wyden,Ron,NA,112
1,29305,419,109,Lincoln,Blanche,Lambert,150
1,49901,419,109,Bayh,Evan,NA,155
1,15015,419,109,Carper,Thomas,Richard,164
1,14651,419,109,Nelson,Clarence,William,162
1,40105,419,109,Clinton,Hillary,Rodham,167
1,40500,419,109,Salazar,Kenneth,Lee,181
2,14852,432,109,Roberts,Pat,NA,134
2,14503,432,109,Hatch,Orrin,G.,98
2,15020,432,109,DeWine,Michael,NA,117
2,15501,432,109,Bond,Christopher,S.,39
2,14031,432,109,Lott,Trent,NA,57
2,14661,432,109,Snowe,Olympia,J.,110
2,49704,432,109,Hagel,Chuck,NA,140
2,29512,432,109,Chambliss,Saxby,NA,171
2,14712,432,109,Warner,John,W.,54
1,14922,432,109,Rockefeller,John,D.,77
1,14709,432,109,Levin,Carl,NA,45
1,49300,432,109,Feinstein,Dianne,NA,31
1,14871,432,109,Wyden,Ron,NA,112
1,49901,432,109,Bayh,Evan,NA,155
1,14440,432,109,Mikulski,Barbara,A.,27
1,40104,432,109,Corzine,Jon,Stevens,165
1,49309,432,109,Feingold,Russel,D.,10
2,49903,434,109,Voinovich,George,Victor,151
2,14852,434,109,Roberts,Pat,NA,134
2,15633,434,109,Thomas,Craig,NA,114
1,15425,434,109,Johnson,Tim,NA,136
1,14400,434,109,Akaka,Daniel,K.,86
1,40301,434,109,Pryor,Mark,NA,177
1,40500,434,109,Salazar,Kenneth,Lee,181
2,15039,435,109,McCain,John,NA,56
2,15633,435,109,Thomas,Craig,NA,114
2,40300,435,109,Murkowski,Lisa,NA,180
2,29555,435,109,Coburn,Thomas,Allen,190
2,14103,435,109,Domenici,Pete,V.,36
2,49705,435,109,Smith,Gordon,H.,142
2,29345,435,109,Crapo,Michael,Dean,153
2,29548,435,109,Burr,Richard,NA,187
1,14812,435,109,Dorgan,Byron,NA,80
1,4812,435,109,Inouye,Daniel,K.,20
1,15502,435,109,Conrad,Kent,NA,6
1,14400,435,109,Akaka,Daniel,K.,86
1,15425,435,109,Johnson,Tim,NA,136
1,39310,435,109,Cantwell,Maria,NA,169
2,12109,500,109,Stevens,Ted,NA,33
2,14009,500,109,Cochran,Thad,NA,14
2,14031,500,109,Lott,Trent,NA,57
1,14213,500,109,Dodd,Christopher,NA,65
1,14858,500,109,Schumer,Charles,Ellis,154
2,14031,501,109,Lott,Trent,NA,57
2,14009,501,109,Cochran,Thad,NA,14
2,29512,501,109,Chambliss,Saxby,NA,171
1,4812,501,109,Inouye,Daniel,K.,20
1,40101,501,109,Dayton,Mark,NA,161
2,49307,507,109,Bennet,Robert,F.,71
2,29523,507,109,Brownback,Samuel,Dale,144
2,29740,507,109,Sununu,John,E.,178
2,29936,507,109,DeMint,James,W.,185
2,49700,507,109,Sessions,Jeff,NA,146
2,40305,507,109,Cornyn,John,NA,176
1,29142,507,109,Reed,Jack,NA,141
1,10808,507,109,Kennedy,Edward,M.,46
1,13039,507,109,Sarbanes,Paul,S.,64
1,14912,507,109,Bingaman,Jeff,NA,47
2,49502,662,109,Frist,William,H.,109
2,14921,662,109,McConnell,Mitch,NA,15
1,15021,662,109,Durbin,Richard,J.,143
1,15054,662,109,Reid,Harry,NA,28
1,14230,305,110,Harkin,Tom,NA,5
1,14307,305,110,Leahy,Patrick,J.,1
1,15502,305,110,Conrad,Kent,NA,6
1,14203,305,110,Baucus,Max,NA,8
1,29305,305,110,Lincoln,Blanche,Lambert,150
1,29732,305,110,Stabenow,Deborah,Ann,159
1,40103,305,110,Nelson,Earl,Benjamin,160
1,40500,305,110,Salazar,Kenneth,Lee,181
1,29389,305,110,Brown,Sherrod,NA,191
1,40703,305,110,Casey,Robert,P.,192
1,40700,305,110,Klobuchar,Amy,NA,193
2,29512,305,110,Chambliss,Saxby,NA,171
2,14506,305,110,Lugar,Richard,G.,11
2,14009,305,110,Cochran,Thad,NA,14
2,14921,305,110,McConnell,Mitch,NA,15
2,14852,305,110,Roberts,Pat,NA,134
2,29566,305,110,Graham,Lindsey,O.,175
2,40302,305,110,Coleman,Norm,NA,172
2,29345,305,110,Crapo,Michael,Dean,153
2,29754,305,110,Thune,John,NA,182
2,14226,305,110,Grassley,Charles,E.,18
1,1366,306,110,Byrd,Robert,C.,19
1,4812,306,110,Inouye,Daniel,K.,20
1,14307,306,110,Leahy,Patrick,J.,1
1,14230,306,110,Harkin,Tom,NA,5
1,14440,306,110,Mikulski,Barbara,A.,27
1,15703,306,110,Kohl,Herbert,H.,29
1,49308,306,110,Murray,Patty,NA,30
1,14812,306,110,Dorgan,Byron,NA,80
1,49300,306,110,Feinstein,Dianne,NA,31
1,15021,306,110,Durbin,Richard,J.,143
1,15425,306,110,Johnson,Tim,NA,136
1,49702,306,110,Landrieu,Mary,L.,135
1,29142,306,110,Reed,Jack,NA,141
1,14914,306,110,Lautenberg,Frank,R.,26
1,40103,306,110,Nelson,Earl,Benjamin,160
2,14009,306,110,Cochran,Thad,NA,14
2,12109,306,110,Stevens,Ted,NA,33
2,14910,306,110,Specter,Arlen,NA,35
2,14103,306,110,Domenici,Pete,V.,36
2,15501,306,110,Bond,Christopher,S.,39
2,14921,306,110,McConnell,Mitch,NA,15
2,94659,306,110,Shelby,Richard,C.,105
2,14826,306,110,Gregg,Judd,NA,75
2,49307,306,110,Bennet,Robert,F.,71
2,14809,306,110,Craig,Larry,E.,16
2,49306,306,110,Hutchison,Kay,Bailey,62
2,29523,306,110,Brownback,Samuel,Dale,144
2,29108,306,110,Allard,Wayne,NA,138
2,40304,306,110,Alexander,Lamar,NA,179
1,14709,308,110,Levin,Carl,NA,45
1,10808,308,110,Kennedy,Edward,M.,46
1,1366,308,110,Byrd,Robert,C.,19
1,15704,308,110,Lieberman,Joseph,I.,52
1,29142,308,110,Reed,Jack,NA,141
1,14400,308,110,Akaka,Daniel,K.,86
1,14651,308,110,Nelson,Clarence,William,162
1,40103,308,110,Nelson,Earl,Benjamin,160
1,49901,308,110,Bayh,Evan,NA,155
1,40105,308,110,Clinton,Hillary,Rodham,167
1,40301,308,110,Pryor,Mark,NA,177
1,40706,308,110,Webb,Jim,NA,194
1,40701,308,110,McCaskill,Claire,NA,195
2,15039,308,110,McCain,John,NA,56
2,14712,308,110,Warner,John,W.,54
2,15424,308,110,Inhofe,James,M.,106
2,49700,308,110,Sessions,Jeff,NA,146
2,49703,308,110,Collins,Susan,NA,147
2,29537,308,110,Ensign,John,Eric,166
2,29512,308,110,Chambliss,Saxby,NA,171
2,29566,308,110,Graham,Lindsey,O.,175
2,40303,308,110,Dole,Elizabeth,Hanford,174
2,40305,308,110,Cornyn,John,NA,176
2,29754,308,110,Thune,John,NA,182
2,40501,308,110,Martinez,Melquiades,R.,183
2,40705,308,110,Corker,Bob,NA,196
2,29534,308,110,Wicker,Roger,F.,197
1,14213,314,110,Dodd,Christopher,NA,65
1,15425,314,110,Johnson,Tim,NA,136
1,29142,314,110,Reed,Jack,NA,141
1,14858,314,110,Schumer,Charles,Ellis,154
1,49901,314,110,Bayh,Evan,NA,155
1,15015,314,110,Carper,Thomas,Richard,164
1,29373,314,110,Menendez,Robert,NA,184
1,14400,314,110,Akaka,Daniel,K.,86
1,29389,314,110,Brown,Sherrod,NA,191
1,40703,314,110,Casey,Robert,P.,192
1,40702,314,110,Tester,Jon,NA,198
2,94659,314,110,Shelby,Richard,C.,105
2,49307,314,110,Bennet,Robert,F.,71
2,29108,314,110,Allard,Wayne,NA,138
2,49706,314,110,Enzi,Michael,B.,139
2,49704,314,110,Hagel,Chuck,NA,140
2,15406,314,110,Bunning,James,Paul,152
2,29345,314,110,Crapo,Michael,Dean,153
2,29740,314,110,Sununu,John,E.,178
2,40303,314,110,Dole,Elizabeth,Hanford,174
2,40501,314,110,Martinez,Melquiades,R.,183
2,40705,314,110,Corker,Bob,NA,196
1,15502,316,110,Conrad,Kent,NA,6
1,49308,316,110,Murray,Patty,NA,30
1,14871,316,110,Wyden,Ron,NA,112
1,49309,316,110,Feingold,Russel,D.,10
1,1366,316,110,Byrd,Robert,C.,19
1,14651,316,110,Nelson,Clarence,William,162
1,29732,316,110,Stabenow,Deborah,Ann,159
1,29373,316,110,Menendez,Robert,NA,184
1,15408,316,110,Cardin,Benjamin,L.,199
1,14914,316,110,Lautenberg,Frank,R.,26
1,29147,316,110,Sanders,Bernard,NA,200
1,40704,316,110,Whitehouse,Sheldon,NA,201
2,14826,316,110,Gregg,Judd,NA,75
2,14103,316,110,Domenici,Pete,V.,36
2,14226,316,110,Grassley,Charles,E.,18
2,29108,316,110,Allard,Wayne,NA,138
2,49706,316,110,Enzi,Michael,B.,139
2,49700,316,110,Sessions,Jeff,NA,146
2,15406,316,110,Bunning,James,Paul,152
2,29345,316,110,Crapo,Michael,Dean,153
2,29537,316,110,Ensign,John,Eric,166
2,40305,316,110,Cornyn,John,NA,176
2,29566,316,110,Graham,Lindsey,O.,175
1,4812,321,110,Inouye,Daniel,K.,20
1,14922,321,110,Rockefeller,John,D.,77
1,14920,321,110,Kerry,John,F.,66
1,14812,321,110,Dorgan,Byron,NA,80
1,15011,321,110,Boxer,Barbara,NA,68
1,14651,321,110,Nelson,Clarence,William,162
1,39310,321,110,Cantwell,Maria,NA,169
1,14914,321,110,Lautenberg,Frank,R.,26
1,40301,321,110,Pryor,Mark,NA,177
1,15015,321,110,Carper,Thomas,Richard,164
1,40701,321,110,McCaskill,Claire,NA,195
1,40700,321,110,Klobuchar,Amy,NA,193
2,12109,321,110,Stevens,Ted,NA,33
2,15039,321,110,McCain,John,NA,56
2,14031,321,110,Lott,Trent,NA,57
2,49306,321,110,Hutchison,Kay,Bailey,62
2,14661,321,110,Snowe,Olympia,J.,110
2,49705,321,110,Smith,Gordon,H.,142
2,29537,321,110,Ensign,John,Eric,166
2,29740,321,110,Sununu,John,E.,178
2,29936,321,110,DeMint,James,W.,185
2,29918,321,110,Vitter,David,NA,186
2,29754,321,110,Thune,John,NA,182
2,29534,321,110,Wicker,Roger,F.,197
1,14912,330,110,Bingaman,Jeff,NA,47
1,14400,330,110,Akaka,Daniel,K.,86
1,14812,330,110,Dorgan,Byron,NA,80
1,14871,330,110,Wyden,Ron,NA,112
1,15425,330,110,Johnson,Tim,NA,136
1,49702,330,110,Landrieu,Mary,L.,135
1,39310,330,110,Cantwell,Maria,NA,169
1,40500,330,110,Salazar,Kenneth,Lee,181
1,29373,330,110,Menendez,Robert,NA,184
1,29305,330,110,Lincoln,Blanche,Lambert,150
1,29147,330,110,Sanders,Bernard,NA,200
1,40702,330,110,Tester,Jon,NA,198
2,14103,330,110,Domenici,Pete,V.,36
2,14809,330,110,Craig,Larry,E.,16
2,15633,330,110,Thomas,Craig,NA,114
2,40300,330,110,Murkowski,Lisa,NA,180
2,29548,330,110,Burr,Richard,NA,187
2,29936,330,110,DeMint,James,W.,185
2,49705,330,110,Smith,Gordon,H.,142
2,15406,330,110,Bunning,James,Paul,152
2,40501,330,110,Martinez,Melquiades,R.,183
2,40705,330,110,Corker,Bob,NA,196
2,49700,330,110,Sessions,Jeff,NA,146
2,40707,330,110,Barrasso,John,A.,202
1,15011,332,110,Boxer,Barbara,NA,68
1,14203,332,110,Baucus,Max,NA,8
1,15704,332,110,Lieberman,Joseph,I.,52
1,15015,332,110,Carper,Thomas,Richard,164
1,40105,332,110,Clinton,Hillary,Rodham,167
1,14914,332,110,Lautenberg,Frank,R.,26
1,15408,332,110,Cardin,Benjamin,L.,199
1,29147,332,110,Sanders,Bernard,NA,200
1,40700,332,110,Klobuchar,Amy,NA,193
1,40704,332,110,Whitehouse,Sheldon,NA,201
2,15424,332,110,Inhofe,James,M.,106
2,14712,332,110,Warner,John,W.,54
2,49903,332,110,Voinovich,George,Victor,151
2,29909,332,110,Isakson,Johnny,NA,188
2,29918,332,110,Vitter,David,NA,186
2,14809,332,110,Craig,Larry,E.,16
2,40304,332,110,Alexander,Lamar,NA,179
2,15633,332,110,Thomas,Craig,NA,114
2,15501,332,110,Bond,Christopher,S.,39
2,40707,332,110,Barrasso,John,A.,202
1,14203,336,110,Baucus,Max,NA,8
1,14922,336,110,Rockefeller,John,D.,77
1,15502,336,110,Conrad,Kent,NA,6
1,14912,336,110,Bingaman,Jeff,NA,47
1,14920,336,110,Kerry,John,F.,66
1,29305,336,110,Lincoln,Blanche,Lambert,150
1,14871,336,110,Wyden,Ron,NA,112
1,14858,336,110,Schumer,Charles,Ellis,154
1,29732,336,110,Stabenow,Deborah,Ann,159
1,39310,336,110,Cantwell,Maria,NA,169
1,40500,336,110,Salazar,Kenneth,Lee,181
2,14226,336,110,Grassley,Charles,E.,18
2,14503,336,110,Hatch,Orrin,G.,98
2,14031,336,110,Lott,Trent,NA,57
2,14661,336,110,Snowe,Olympia,J.,110
2,15429,336,110,Kyl,Jon,NA,115
2,15633,336,110,Thomas,Craig,NA,114
2,49705,336,110,Smith,Gordon,H.,142
2,15406,336,110,Bunning,James,Paul,152
2,29345,336,110,Crapo,Michael,Dean,153
2,14852,336,110,Roberts,Pat,NA,134
2,29537,336,110,Ensign,John,Eric,166
2,29740,336,110,Sununu,John,E.,178
1,14101,338,110,Biden,Joseph,R.,100
1,14213,338,110,Dodd,Christopher,NA,65
1,14920,338,110,Kerry,John,F.,66
1,49309,338,110,Feingold,Russel,D.,10
1,15011,338,110,Boxer,Barbara,NA,68
1,14651,338,110,Nelson,Clarence,William,162
1,40502,338,110,Obama,Barack,NA,189
1,29373,338,110,Menendez,Robert,NA,184
1,15408,338,110,Cardin,Benjamin,L.,199
1,40703,338,110,Casey,Robert,P.,192
1,40706,338,110,Webb,Jim,NA,194
2,14506,338,110,Lugar,Richard,G.,11
2,49704,338,110,Hagel,Chuck,NA,140
2,40302,338,110,Coleman,Norm,NA,172
2,40705,338,110,Corker,Bob,NA,196
2,29740,338,110,Sununu,John,E.,178
2,49903,338,110,Voinovich,George,Victor,151
2,40300,338,110,Murkowski,Lisa,NA,180
2,29936,338,110,DeMint,James,W.,185
2,29909,338,110,Isakson,Johnny,NA,188
2,29918,338,110,Vitter,David,NA,186
2,40707,338,110,Barrasso,John,A.,202
1,15704,344,110,Lieberman,Joseph,I.,52
1,14709,344,110,Levin,Carl,NA,45
1,14400,344,110,Akaka,Daniel,K.,86
1,15015,344,110,Carper,Thomas,Richard,164
1,40301,344,110,Pryor,Mark,NA,177
1,49702,344,110,Landrieu,Mary,L.,135
1,40502,344,110,Obama,Barack,NA,189
1,40701,344,110,McCaskill,Claire,NA,195
1,40702,344,110,Tester,Jon,NA,198
2,49703,344,110,Collins,Susan,NA,147
2,12109,344,110,Stevens,Ted,NA,33
2,49903,344,110,Voinovich,George,Victor,151
2,40302,344,110,Coleman,Norm,NA,172
2,29555,344,110,Coburn,Thomas,Allen,190
2,14103,344,110,Domenici,Pete,V.,36
2,14712,344,110,Warner,John,W.,54
2,29740,344,110,Sununu,John,E.,178
1,14307,358,110,Leahy,Patrick,J.,1
1,10808,358,110,Kennedy,Edward,M.,46
1,14101,358,110,Biden,Joseph,R.,100
1,15703,358,110,Kohl,Herbert,H.,29
1,49300,358,110,Feinstein,Dianne,NA,31
1,49309,358,110,Feingold,Russel,D.,10
1,14858,358,110,Schumer,Charles,Ellis,154
1,15021,358,110,Durbin,Richard,J.,143
1,15408,358,110,Cardin,Benjamin,L.,199
1,40704,358,110,Whitehouse,Sheldon,NA,201
2,14910,358,110,Specter,Arlen,NA,35
2,14503,358,110,Hatch,Orrin,G.,98
2,14226,358,110,Grassley,Charles,E.,18
2,15429,358,110,Kyl,Jon,NA,115
2,49700,358,110,Sessions,Jeff,NA,146
2,29566,358,110,Graham,Lindsey,O.,175
2,40305,358,110,Cornyn,John,NA,176
2,29523,358,110,Brownback,Samuel,Dale,144
2,29555,358,110,Coburn,Thomas,Allen,190
1,10808,362,110,Kennedy,Edward,M.,46
1,14213,362,110,Dodd,Christopher,NA,65
1,14230,362,110,Harkin,Tom,NA,5
1,14440,362,110,Mikulski,Barbara,A.,27
1,14912,362,110,Bingaman,Jeff,NA,47
1,49308,362,110,Murray,Patty,NA,30
1,29142,362,110,Reed,Jack,NA,141
1,40105,362,110,Clinton,Hillary,Rodham,167
1,40502,362,110,Obama,Barack,NA,189
1,29147,362,110,Sanders,Bernard,NA,200
1,29389,362,110,Brown,Sherrod,NA,191
2,49706,362,110,Enzi,Michael,B.,139
2,14826,362,110,Gregg,Judd,NA,75
2,40304,362,110,Alexander,Lamar,NA,179
2,29548,362,110,Burr,Richard,NA,187
2,29909,362,110,Isakson,Johnny,NA,188
2,40300,362,110,Murkowski,Lisa,NA,180
2,14503,362,110,Hatch,Orrin,G.,98
2,14852,362,110,Roberts,Pat,NA,134
2,29108,362,110,Allard,Wayne,NA,138
2,29555,362,110,Coburn,Thomas,Allen,190
1,14213,380,110,Dodd,Christopher,NA,65
1,1366,380,110,Byrd,Robert,C.,19
1,4812,380,110,Inouye,Daniel,K.,20
1,49300,380,110,Feinstein,Dianne,NA,31
1,14858,380,110,Schumer,Charles,Ellis,154
1,15021,380,110,Durbin,Richard,J.,143
1,40103,380,110,Nelson,Earl,Benjamin,160
1,15054,380,110,Reid,Harry,NA,28
1,49308,380,110,Murray,Patty,NA,30
1,40301,380,110,Pryor,Mark,NA,177
2,49307,380,110,Bennet,Robert,F.,71
2,12109,380,110,Stevens,Ted,NA,33
2,14921,380,110,McConnell,Mitch,NA,15
2,14009,380,110,Cochran,Thad,NA,14
2,14031,380,110,Lott,Trent,NA,57
2,29512,380,110,Chambliss,Saxby,NA,171
2,49306,380,110,Hutchison,Kay,Bailey,62
2,49704,380,110,Hagel,Chuck,NA,140
2,40304,380,110,Alexander,Lamar,NA,179
2,29537,380,110,Ensign,John,Eric,166
1,14920,384,110,Kerry,John,F.,66
1,14709,384,110,Levin,Carl,NA,45
1,14230,384,110,Harkin,Tom,NA,5
1,15704,384,110,Lieberman,Joseph,I.,52
1,49702,384,110,Landrieu,Mary,L.,135
1,39310,384,110,Cantwell,Maria,NA,169
1,49901,384,110,Bayh,Evan,NA,155
1,40301,384,110,Pryor,Mark,NA,177
1,15408,384,110,Cardin,Benjamin,L.,199
1,40702,384,110,Tester,Jon,NA,198
2,14661,384,110,Snowe,Olympia,J.,110
2,15501,384,110,Bond,Christopher,S.,39
2,40302,384,110,Coleman,Norm,NA,172
2,29918,384,110,Vitter,David,NA,186
2,40303,384,110,Dole,Elizabeth,Hanford,174
2,29754,384,110,Thune,John,NA,182
2,40705,384,110,Corker,Bob,NA,196
2,49706,384,110,Enzi,Michael,B.,139
2,29909,384,110,Isakson,Johnny,NA,188
1,14400,388,110,Akaka,Daniel,K.,86
1,14922,388,110,Rockefeller,John,D.,77
1,49308,388,110,Murray,Patty,NA,30
1,40502,388,110,Obama,Barack,NA,189
1,29147,388,110,Sanders,Bernard,NA,200
1,29389,388,110,Brown,Sherrod,NA,191
1,40706,388,110,Webb,Jim,NA,194
1,40702,388,110,Tester,Jon,NA,198
2,14809,388,110,Craig,Larry,E.,16
2,14910,388,110,Specter,Arlen,NA,35
2,29548,388,110,Burr,Richard,NA,187
2,29909,388,110,Isakson,Johnny,NA,188
2,29566,388,110,Graham,Lindsey,O.,175
2,49306,388,110,Hutchison,Kay,Bailey,62
2,29537,388,110,Ensign,John,Eric,166
2,29534,388,110,Wicker,Roger,F.,197
1,15703,419,110,Kohl,Herbert,H.,29
1,14871,419,110,Wyden,Ron,NA,112
1,29305,419,110,Lincoln,Blanche,Lambert,150
1,49901,419,110,Bayh,Evan,NA,155
1,15015,419,110,Carper,Thomas,Richard,164
1,14651,419,110,Nelson,Clarence,William,162
1,40105,419,110,Clinton,Hillary,Rodham,167
1,40500,419,110,Salazar,Kenneth,Lee,181
1,40703,419,110,Casey,Robert,P.,192
1,40701,419,110,McCaskill,Claire,NA,195
1,40704,419,110,Whitehouse,Sheldon,NA,201
2,49705,419,110,Smith,Gordon,H.,142
2,94659,419,110,Shelby,Richard,C.,105
2,49703,419,110,Collins,Susan,NA,147
2,40501,419,110,Martinez,Melquiades,R.,183
2,14809,419,110,Craig,Larry,E.,16
2,40303,419,110,Dole,Elizabeth,Hanford,174
2,40302,419,110,Coleman,Norm,NA,172
2,29918,419,110,Vitter,David,NA,186
2,40705,419,110,Corker,Bob,NA,196
2,14910,419,110,Specter,Arlen,NA,35
1,14922,432,110,Rockefeller,John,D.,77
1,49300,432,110,Feinstein,Dianne,NA,31
1,14871,432,110,Wyden,Ron,NA,112
1,49901,432,110,Bayh,Evan,NA,155
1,14440,432,110,Mikulski,Barbara,A.,27
1,49309,432,110,Feingold,Russel,D.,10
1,14651,432,110,Nelson,Clarence,William,162
1,40704,432,110,Whitehouse,Sheldon,NA,201
1,14709,432,110,Levin,Carl,NA,45
2,15501,432,110,Bond,Christopher,S.,39
2,14712,432,110,Warner,John,W.,54
2,49704,432,110,Hagel,Chuck,NA,140
2,29512,432,110,Chambliss,Saxby,NA,171
2,14503,432,110,Hatch,Orrin,G.,98
2,14661,432,110,Snowe,Olympia,J.,110
2,29548,432,110,Burr,Richard,NA,187
1,15425,434,110,Johnson,Tim,NA,136
1,15011,434,110,Boxer,Barbara,NA,68
1,40301,434,110,Pryor,Mark,NA,177
1,40500,434,110,Salazar,Kenneth,Lee,181
2,40305,434,110,Cornyn,John,NA,176
2,14852,434,110,Roberts,Pat,NA,134
2,15633,434,110,Thomas,Craig,NA,114
2,29909,434,110,Isakson,Johnny,NA,188
1,14812,435,110,Dorgan,Byron,NA,80
1,4812,435,110,Inouye,Daniel,K.,20
1,15502,435,110,Conrad,Kent,NA,6
1,14400,435,110,Akaka,Daniel,K.,86
1,15425,435,110,Johnson,Tim,NA,136
1,39310,435,110,Cantwell,Maria,NA,169
2,15633,435,110,Thomas,Craig,NA,114
2,15039,435,110,McCain,John,NA,56
2,40300,435,110,Murkowski,Lisa,NA,180
2,29555,435,110,Coburn,Thomas,Allen,190
2,14103,435,110,Domenici,Pete,V.,36
2,49705,435,110,Smith,Gordon,H.,142
2,29548,435,110,Burr,Richard,NA,187
2,40707,435,110,Barrasso,John,A.,202
1,49300,500,110,Feinstein,Dianne,NA,31
1,14213,500,110,Dodd,Christopher,NA,65
1,14858,500,110,Schumer,Charles,Ellis,154
2,49307,500,110,Bennet,Robert,F.,71
2,12109,500,110,Stevens,Ted,NA,33
1,49300,501,110,Feinstein,Dianne,NA,31
1,4812,501,110,Inouye,Daniel,K.,20
1,49308,501,110,Murray,Patty,NA,30
2,49307,501,110,Bennet,Robert,F.,71
2,29512,501,110,Chambliss,Saxby,NA,171
1,14858,507,110,Schumer,Charles,Ellis,154
1,10808,507,110,Kennedy,Edward,M.,46
1,14912,507,110,Bingaman,Jeff,NA,47
1,40700,507,110,Klobuchar,Amy,NA,193
1,40703,507,110,Casey,Robert,P.,192
1,40706,507,110,Webb,Jim,NA,194
2,29523,507,110,Brownback,Samuel,Dale,144
2,29740,507,110,Sununu,John,E.,178
2,29936,507,110,DeMint,James,W.,185
2,49307,507,110,Bennet,Robert,F.,71
1,15021,662,110,Durbin,Richard,J.,143
1,15054,662,110,Reid,Harry,NA,28
2,15429,662,110,Kyl,Jon,NA,115
2,14031,662,110,Lott,Trent,NA,57
2,14921,662,110,McConnell,Mitch,NA,15
1,14230,305,111,Harkin,Tom,NA,5
1,14307,305,111,Leahy,Patrick,J.,1
1,15502,305,111,Conrad,Kent,NA,6
1,14203,305,111,Baucus,Max,NA,8
1,29305,305,111,Lincoln,Blanche,Lambert,150
1,29732,305,111,Stabenow,Deborah,Ann,159
1,40103,305,111,Nelson,Earl,Benjamin,160
1,29389,305,111,Brown,Sherrod,NA,191
1,40703,305,111,Casey,Robert,P.,192
1,40700,305,111,Klobuchar,Amy,NA,193
1,40910,305,111,Bennet,Michael,NA,203
1,20735,305,111,Gillibrand,Kirsten,E.,204
2,29512,305,111,Chambliss,Saxby,NA,171
2,14506,305,111,Lugar,Richard,G.,11
2,14009,305,111,Cochran,Thad,NA,14
2,14921,305,111,McConnell,Mitch,NA,15
2,14852,305,111,Roberts,Pat,NA,134
2,40905,305,111,Johanns,Mike,NA,205
2,14226,305,111,Grassley,Charles,E.,18
2,29754,305,111,Thune,John,NA,182
2,40305,305,111,Cornyn,John,NA,176
1,4812,306,111,Inouye,Daniel,K.,20
1,1366,306,111,Byrd,Robert,C.,19
1,14307,306,111,Leahy,Patrick,J.,1
1,14230,306,111,Harkin,Tom,NA,5
1,14440,306,111,Mikulski,Barbara,A.,27
1,15703,306,111,Kohl,Herbert,H.,29
1,49308,306,111,Murray,Patty,NA,30
1,14812,306,111,Dorgan,Byron,NA,80
1,49300,306,111,Feinstein,Dianne,NA,31
1,15021,306,111,Durbin,Richard,J.,143
1,15425,306,111,Johnson,Tim,NA,136
1,49702,306,111,Landrieu,Mary,L.,135
1,29142,306,111,Reed,Jack,NA,141
1,14914,306,111,Lautenberg,Frank,R.,26
1,40103,306,111,Nelson,Earl,Benjamin,160
1,40301,306,111,Pryor,Mark,NA,177
1,40702,306,111,Tester,Jon,NA,198
2,14009,306,111,Cochran,Thad,NA,14
2,14910,306,111,Specter,Arlen,NA,35
2,15501,306,111,Bond,Christopher,S.,39
2,14921,306,111,McConnell,Mitch,NA,15
2,94659,306,111,Shelby,Richard,C.,105
2,14826,306,111,Gregg,Judd,NA,75
2,49307,306,111,Bennet,Robert,F.,71
2,49306,306,111,Hutchison,Kay,Bailey,62
2,29523,306,111,Brownback,Samuel,Dale,144
2,40304,306,111,Alexander,Lamar,NA,179
2,49703,306,111,Collins,Susan,NA,147
2,49903,306,111,Voinovich,George,Victor,151
2,40300,306,111,Murkowski,Lisa,NA,180
1,14910,306,111,Specter,Arlen,NA,118
1,14709,308,111,Levin,Carl,NA,45
1,10808,308,111,Kennedy,Edward,M.,46
1,1366,308,111,Byrd,Robert,C.,19
1,15704,308,111,Lieberman,Joseph,I.,52
1,29142,308,111,Reed,Jack,NA,141
1,14400,308,111,Akaka,Daniel,K.,86
1,14651,308,111,Nelson,Clarence,William,162
